"data_category","action","action_name","column_name","event_name","seat_location","old_value","new_value","upd_user","upd_datetime"
"Reclass","U","Update","Hold Class","E6BB0422","306/10/12-15","DIST-OPEN","HOLD","BRA507","2026-01-07 09:48:53.432"
"Reclass","U","Update","Hold Class","E6BB0423","312/7/7-7","DIST-OPEN","HOLD","BRA510","2025-12-15 04:21:42.570"
"Reclass","U","Update","Hold Class","E6BB0423","205/6/9-9","HOLD","DIST-OPEN","BRA505","2026-01-23 01:43:08.512"
"Reclass","U","Update","Hold Class","E6BB0423","212/3/9-13","DIST-OPEN","HOLD","BRA507","2026-03-06 20:34:07.729"
"Reclass","U","Update","Hold Class","E6BB0423","104/5/14-21","HOLD","COMP","BRA506","2025-12-22 21:57:49.139"
"Reclass","U","Update","Hold Class","E6BB0423","111/9/14-17","SEASON","DIST-OPEN","BRA502","2026-02-22 01:01:48.334"
"Reclass","U","Update","Hold Class","E6BB0423","201/2/2-10","GROUP","DIST-OPEN","BRA507","2026-04-02 18:37:05.352"
"Reclass","U","Update","Hold Class","E6BB0423","105/8/12-16","HOLD","DIST-OPEN","BRA509","2026-03-11 05:52:07.208"
"Reclass","U","Update","Hold Class","E6BB0423","319/4/3-7","GROUP","DIST-OPEN","BRA504","2026-03-17 13:45:41.306"
"Reclass","U","Update","Hold Class","E6BB0423","108/1/1-1","HOLD","COMP","BRA506","2026-02-20 00:46:42.234"
"Reclass","U","Update","Hold Class","E6BB0424","212/7/18-26","HOLD","COMP","BRA504","2025-11-21 04:34:08.289"
"Reclass","U","Update","Hold Class","E6BB0424","408/8/7-10","SEASON","DIST-OPEN","BRA502","2026-02-13 13:46:25.359"
"Reclass","U","Update","Hold Class","E6BB0424","103/7/5-6","HOLD","COMP","BRA510","2026-04-13 12:33:13.679"
"Reclass","U","Update","Hold Class","E6BB0424","215/5/19-27","GROUP","DIST-OPEN","BRA502","2026-03-31 03:18:58.387"
"Reclass","U","Update","Hold Class","E6BB0424","314/4/3-8","HOLD","DIST-OPEN","BRA500","2026-01-05 01:03:28.344"
"Reclass","U","Update","Hold Class","E6BB0424","311/4/7-14","HOLD","COMP","BRA502","2026-01-12 07:48:25.113"
"Reclass","U","Update","Hold Class","E6BB0424","304/6/4-6","SEASON","DIST-OPEN","BRA504","2026-01-26 16:34:44.767"
"Reclass","U","Update","Hold Class","E6BB0424","319/8/15-22","HOLD","COMP","BRA505","2026-01-15 04:12:38.877"
"Reclass","U","Update","Hold Class","E6BB0424","216/4/4-12","DIST-OPEN","HOLD","BRA509","2026-03-05 16:47:46.236"
"Reclass","U","Update","Hold Class","E6BB0424","116/8/2-5","GROUP","DIST-OPEN","BRA504","2026-01-28 22:58:26.117"
"Reclass","U","Update","Hold Class","E6BB0424","113/9/11-19","GROUP","DIST-OPEN","BRA504","2026-01-14 03:45:23.143"
"Reclass","U","Update","Hold Class","E6BB0424","202/3/5-7","DIST-OPEN","HOLD","BRA505","2025-12-10 13:35:15.910"
"Reclass","U","Update","Hold Class","E6BB0424","203/4/5-11","HOLD","DIST-OPEN","BRA510","2025-12-01 21:20:44.753"
"Reclass","U","Update","Hold Class","E6BB0424","106/10/9-15","SEASON","DIST-OPEN","BRA504","2026-03-12 09:02:37.020"
"Reclass","U","Update","Hold Class","E6BB0424","203/4/20-20","SEASON","DIST-OPEN","BRA504","2026-04-01 16:32:01.592"
"Reclass","U","Update","Hold Class","E6BB0424","309/3/5-7","HOLD","DIST-OPEN","BRA505","2025-11-26 18:10:37.691"
"Reclass","U","Update","Hold Class","E6BB0424","216/10/11-13","DIST-OPEN","HOLD","BRA508","2026-03-04 23:03:06.471"
"Reclass","U","Update","Hold Class","E6BB0424","101/9/7-12","HOLD","DIST-OPEN","BRA510","2025-11-12 22:49:25.850"
"Reclass","U","Update","Hold Class","E6BB0424","212/4/8-11","SEASON","DIST-OPEN","BRA503","2026-03-14 06:26:08.747"
"Reclass","U","Update","Hold Class","E6BB0424","208/8/11-16","SEASON","DIST-OPEN","BRA501","2026-02-19 04:26:58.480"
"Reclass","U","Update","Hold Class","E6BB0424","204/5/6-11","DIST-OPEN","HOLD","BRA503","2026-03-22 19:08:43.941"
"Reclass","U","Update","Hold Class","E6BB0424","108/6/16-19","HOLD","COMP","BRA506","2026-01-27 09:45:51.465"
"Reclass","U","Update","Hold Class","E6BB0424","302/1/11-13","HOLD","DIST-OPEN","BRA508","2026-02-04 09:54:59.456"
"Reclass","U","Update","Hold Class","E6BB0424","106/4/3-6","DIST-OPEN","HOLD","BRA501","2026-01-16 00:01:44.279"
"Reclass","U","Update","Hold Class","E6BB0424","217/3/8-15","HOLD","COMP","BRA509","2025-12-19 14:37:11.002"
"Reclass","U","Update","Hold Class","E6BB0424","105/8/16-21","GROUP","DIST-OPEN","BRA502","2026-04-14 20:12:27.618"
"Reclass","U","Update","Hold Class","E6BB0424","115/8/19-22","HOLD","COMP","BRA510","2025-12-12 23:56:25.838"
"Reclass","U","Update","Hold Class","E6BB0424","406/1/1-5","DIST-OPEN","HOLD","BRA501","2026-01-18 14:39:36.237"
"Reclass","U","Update","Hold Class","E6BB0424","310/8/2-7","GROUP","DIST-OPEN","BRA500","2026-03-01 17:34:47.881"
"Reclass","U","Update","Hold Class","E6BB0424","102/6/1-5","HOLD","COMP","BRA509","2025-12-21 18:39:55.824"
"Reclass","U","Update","Hold Class","E6BB0424","317/4/11-11","HOLD","DIST-OPEN","BRA501","2026-03-09 03:28:55.245"
"Reclass","U","Update","Hold Class","E6BB0424","220/7/17-23","HOLD","COMP","BRA505","2026-03-20 20:26:12.131"
"Reclass","U","Update","Hold Class","E6BB0424","107/1/11-12","SEASON","DIST-OPEN","BRA510","2025-12-29 03:16:32.002"
"Reclass","U","Update","Hold Class","E6BB0424","311/6/17-25","GROUP","DIST-OPEN","BRA509","2025-11-19 06:25:42.605"
"Reclass","U","Update","Hold Class","E6BB0424","208/2/18-26","GROUP","DIST-OPEN","BRA509","2026-01-28 20:11:21.209"
"Reclass","U","Update","Hold Class","E6BB0424","212/10/17-19","GROUP","DIST-OPEN","BRA501","2026-03-08 15:15:30.939"
"Reclass","U","Update","Hold Class","E6BB0424","317/6/12-13","HOLD","COMP","BRA500","2026-01-15 15:03:43.819"
"Reclass","U","Update","Hold Class","E6BB0424","217/5/3-3","SEASON","DIST-OPEN","BRA504","2026-01-31 11:10:33.168"
"Reclass","U","Update","Hold Class","E6BB0424","106/2/8-12","GROUP","DIST-OPEN","BRA510","2026-01-06 21:20:47.833"
"Reclass","U","Update","Hold Class","E6BB0424","112/3/18-22","SEASON","DIST-OPEN","BRA504","2026-02-16 21:38:28.389"
"Reclass","U","Update","Hold Class","E6BB0424","110/10/20-23","DIST-OPEN","HOLD","BRA502","2026-02-07 15:10:48.363"
"Reclass","U","Update","Hold Class","E6BB0424","303/8/3-4","DIST-OPEN","HOLD","BRA500","2026-03-16 19:33:08.834"
"Reclass","U","Update","Hold Class","E6BB0424","408/8/4-9","GROUP","DIST-OPEN","BRA509","2026-03-03 21:25:12.969"
"Reclass","U","Update","Hold Class","E6BB0424","313/2/1-2","HOLD","DIST-OPEN","BRA508","2025-12-08 15:24:07.438"
"Reclass","U","Update","Hold Class","E6BB0424","113/7/6-13","GROUP","DIST-OPEN","BRA506","2026-03-31 09:38:40.603"
"Reclass","U","Update","Hold Class","E6BB0424","319/7/18-26","HOLD","COMP","BRA506","2026-04-16 03:26:46.164"
"Reclass","U","Update","Hold Class","E6BB0424","316/1/17-18","GROUP","DIST-OPEN","BRA507","2025-12-28 16:41:58.137"
"Reclass","U","Update","Hold Class","E6BB0424","102/5/18-18","GROUP","DIST-OPEN","BRA507","2025-12-26 21:08:51.309"
"Reclass","U","Update","Hold Class","E6BB0424","212/6/19-20","SEASON","DIST-OPEN","BRA503","2025-12-17 04:20:29.484"
"Reclass","U","Update","Hold Class","E6BB0424","406/9/5-8","HOLD","DIST-OPEN","BRA506","2026-02-13 16:18:00.739"
"Reclass","U","Update","Hold Class","E6BB0424","119/6/8-12","GROUP","DIST-OPEN","BRA508","2026-03-09 23:02:07.035"
"Reclass","U","Update","Hold Class","E6BB0424","219/8/6-7","SEASON","DIST-OPEN","BRA500","2025-11-15 09:59:11.335"
"Reclass","U","Update","Hold Class","E6BB0424","117/3/17-19","HOLD","COMP","BRA503","2026-01-21 01:17:06.220"
"Reclass","U","Update","Hold Class","E6BB0424","217/9/10-12","GROUP","DIST-OPEN","BRA500","2026-02-23 17:06:01.990"
"Reclass","U","Update","Hold Class","E6BB0424","114/5/10-10","SEASON","DIST-OPEN","BRA500","2026-01-25 05:19:46.434"
"Reclass","U","Update","Hold Class","E6BB0424","210/10/11-18","SEASON","DIST-OPEN","BRA505","2025-11-27 09:17:11.962"
"Reclass","U","Update","Hold Class","E6BB0424","317/6/13-19","GROUP","DIST-OPEN","BRA510","2026-02-17 15:07:45.656"
"Reclass","U","Update","Hold Class","E6BB0424","104/4/14-19","GROUP","DIST-OPEN","BRA506","2026-01-13 20:11:53.461"
"Reclass","U","Update","Hold Class","E6BB0424","304/8/7-12","DIST-OPEN","HOLD","BRA510","2026-02-26 07:32:09.077"
"Reclass","U","Update","Hold Class","E6BB0424","208/4/8-15","HOLD","DIST-OPEN","BRA501","2026-03-15 15:37:57.434"
"Reclass","U","Update","Hold Class","E6BB0424","205/3/8-15","HOLD","DIST-OPEN","BRA502","2026-04-02 08:54:30.605"
"Reclass","U","Update","Hold Class","E6BB0424","218/7/11-13","HOLD","COMP","BRA504","2025-12-20 19:56:30.759"
"Reclass","U","Update","Hold Class","E6BB0424","314/2/2-4","DIST-OPEN","HOLD","BRA508","2025-12-30 14:37:15.667"
"Reclass","U","Update","Hold Class","E6BB0424","308/9/20-21","GROUP","DIST-OPEN","BRA507","2026-01-17 06:49:30.236"
"Reclass","U","Update","Hold Class","E6BB0424","115/2/4-7","GROUP","DIST-OPEN","BRA505","2025-12-04 15:16:42.096"
"Reclass","U","Update","Hold Class","E6BB0424","215/1/12-12","DIST-OPEN","HOLD","BRA501","2025-12-03 20:26:59.382"
"Reclass","U","Update","Hold Class","E6BB0424","319/7/17-21","DIST-OPEN","HOLD","BRA508","2026-01-08 13:41:22.703"
"Reclass","U","Update","Hold Class","E6BB0424","118/1/3-3","HOLD","COMP","BRA507","2026-01-26 08:32:21.265"
"Reclass","U","Update","Hold Class","E6BB0424","210/2/10-11","HOLD","DIST-OPEN","BRA501","2025-12-09 04:21:25.334"
"Reclass","U","Update","Hold Class","E6BB0424","213/4/8-11","HOLD","DIST-OPEN","BRA505","2025-11-11 15:08:39.380"
"Reclass","U","Update","Hold Class","E6BB0424","410/2/4-11","HOLD","COMP","BRA505","2026-03-04 00:14:09.268"
"Reclass","U","Update","Hold Class","E6BB0424","205/1/9-14","GROUP","DIST-OPEN","BRA501","2025-12-11 10:24:12.126"
"Reclass","U","Update","Hold Class","E6BB0424","106/3/16-18","GROUP","DIST-OPEN","BRA503","2026-01-24 07:51:41.318"
"Reclass","U","Update","Hold Class","E6BB0424","401/10/15-18","DIST-OPEN","HOLD","BRA503","2025-12-16 12:41:06.905"
"Reclass","U","Update","Hold Class","E6BB0424","201/9/11-13","SEASON","DIST-OPEN","BRA506","2025-12-10 10:34:07.393"
"Reclass","U","Update","Hold Class","E6BB0424","104/1/11-14","HOLD","COMP","BRA503","2025-12-09 01:17:42.790"
"Reclass","U","Update","Hold Class","E6BB0424","305/2/1-9","SEASON","DIST-OPEN","BRA508","2025-11-16 08:35:49.840"
"Reclass","U","Update","Hold Class","E6BB0424","307/1/7-14","SEASON","DIST-OPEN","BRA507","2025-12-11 00:30:42.309"
"Reclass","U","Update","Hold Class","E6BB0424","209/1/8-12","SEASON","DIST-OPEN","BRA503","2025-12-10 19:07:10.315"
"Reclass","U","Update","Hold Class","E6BB0424","112/5/4-4","HOLD","DIST-OPEN","BRA509","2026-01-12 18:00:24.019"
"Reclass","U","Update","Hold Class","E6BB0424","318/10/6-11","HOLD","DIST-OPEN","BRA501","2026-01-10 18:53:42.873"
"Reclass","U","Update","Hold Class","E6BB0424","119/7/14-15","HOLD","DIST-OPEN","BRA501","2025-11-27 22:29:59.953"
"Reclass","U","Update","Hold Class","E6BB0424","105/4/20-26","GROUP","DIST-OPEN","BRA509","2026-04-11 23:14:12.307"
"Reclass","U","Update","Hold Class","E6BB0424","305/4/8-9","GROUP","DIST-OPEN","BRA508","2025-12-24 06:38:03.230"
"Reclass","U","Update","Hold Class","E6BB0424","106/1/10-18","DIST-OPEN","HOLD","BRA503","2025-12-23 19:44:13.825"
"Reclass","U","Update","Hold Class","E6BB0424","308/6/18-26","HOLD","COMP","BRA500","2026-02-13 15:10:42.440"
"Reclass","U","Update","Hold Class","E6BB0424","117/8/7-15","SEASON","DIST-OPEN","BRA508","2026-04-03 12:04:38.775"
"Reclass","U","Update","Hold Class","E6BB0424","211/7/18-18","HOLD","DIST-OPEN","BRA506","2026-02-13 20:38:21.622"
"Reclass","U","Update","Hold Class","E6BB0424","207/1/3-9","SEASON","DIST-OPEN","BRA506","2025-12-24 20:06:06.300"
"Reclass","U","Update","Hold Class","E6BB0424","203/8/13-14","GROUP","DIST-OPEN","BRA510","2026-03-15 18:53:00.040"
"Reclass","U","Update","Hold Class","E6BB0424","206/9/8-10","HOLD","COMP","BRA507","2026-03-22 08:55:02.363"
"Reclass","U","Update","Hold Class","E6BB0424","113/3/11-16","GROUP","DIST-OPEN","BRA503","2026-03-12 21:15:34.527"
"Reclass","U","Update","Hold Class","E6BB0424","107/1/14-16","GROUP","DIST-OPEN","BRA507","2026-04-18 14:40:57.628"
"Reclass","U","Update","Hold Class","E6BB0424","117/3/11-11","HOLD","COMP","BRA505","2026-02-24 09:10:55.266"
"Reclass","U","Update","Hold Class","E6BB0424","117/2/13-13","DIST-OPEN","HOLD","BRA505","2026-02-11 13:55:42.984"
"Reclass","U","Update","Hold Class","E6BB0424","304/7/19-20","HOLD","DIST-OPEN","BRA510","2026-02-11 22:51:08.649"
"Reclass","U","Update","Hold Class","E6BB0424","113/2/18-26","HOLD","COMP","BRA504","2025-12-23 02:45:11.895"
"Reclass","U","Update","Hold Class","E6BB0424","104/7/5-10","HOLD","COMP","BRA505","2025-11-14 19:49:06.077"
"Reclass","U","Update","Hold Class","E6BB0424","109/2/19-23","DIST-OPEN","HOLD","BRA505","2026-02-16 09:22:42.244"
"Reclass","U","Update","Hold Class","E6BB0424","311/1/1-6","HOLD","COMP","BRA505","2026-01-01 06:47:11.558"
"Reclass","U","Update","Hold Class","E6BB0424","101/6/4-12","DIST-OPEN","HOLD","BRA504","2026-03-25 12:04:00.204"
"Reclass","U","Update","Hold Class","E6BB0424","205/4/11-18","HOLD","DIST-OPEN","BRA507","2026-01-23 08:21:18.775"
"Reclass","U","Update","Hold Class","E6BB0424","107/4/11-16","GROUP","DIST-OPEN","BRA502","2026-01-19 07:08:39.563"
"Reclass","U","Update","Hold Class","E6BB0424","218/5/18-25","SEASON","DIST-OPEN","BRA507","2025-12-22 19:27:44.634"
"Reclass","U","Update","Hold Class","E6BB0424","305/8/1-3","HOLD","COMP","BRA510","2026-03-06 17:40:28.273"
"Reclass","U","Update","Hold Class","E6BB0424","407/2/6-9","HOLD","COMP","BRA507","2026-03-07 23:33:48.481"
"Reclass","U","Update","Hold Class","E6BB0424","105/5/15-21","HOLD","DIST-OPEN","BRA506","2026-01-10 12:02:57.581"
"Reclass","U","Update","Hold Class","E6BB0424","119/4/17-19","HOLD","DIST-OPEN","BRA509","2026-03-17 01:40:39.266"
"Reclass","U","Update","Hold Class","E6BB0424","309/4/2-2","HOLD","DIST-OPEN","BRA510","2025-11-14 23:47:20.236"
"Reclass","U","Update","Hold Class","E6BB0424","208/9/5-5","HOLD","DIST-OPEN","BRA506","2026-02-01 05:05:32.792"
"Reclass","U","Update","Hold Class","E6BB0424","311/4/16-22","SEASON","DIST-OPEN","BRA502","2026-02-05 04:04:29.883"
"Reclass","U","Update","Hold Class","E6BB0424","108/10/13-18","SEASON","DIST-OPEN","BRA500","2026-04-06 19:42:57.423"
"Reclass","U","Update","Hold Class","E6BB0424","304/10/13-20","HOLD","DIST-OPEN","BRA509","2026-02-07 15:40:57.227"
"Reclass","U","Update","Hold Class","E6BB0424","408/2/10-13","SEASON","DIST-OPEN","BRA504","2026-03-07 02:55:07.094"
"Reclass","U","Update","Hold Class","E6BB0425","203/4/9-17","DIST-OPEN","HOLD","BRA509","2026-04-06 20:45:37.867"
"Reclass","U","Update","Hold Class","E6BB0425","214/4/17-22","GROUP","DIST-OPEN","BRA502","2025-12-17 07:38:13.331"
"Reclass","U","Update","Hold Class","E6BB0425","305/7/5-9","SEASON","DIST-OPEN","BRA509","2025-11-26 07:30:05.458"
"Reclass","U","Update","Hold Class","E6BB0425","111/6/15-18","HOLD","COMP","BRA502","2025-12-21 11:33:40.309"
"Reclass","U","Update","Hold Class","E6BB0425","214/4/17-19","HOLD","DIST-OPEN","BRA510","2026-01-10 11:51:55.518"
"Reclass","U","Update","Hold Class","E6BB0425","219/7/2-10","SEASON","DIST-OPEN","BRA508","2026-03-01 04:01:15.169"
"Reclass","U","Update","Hold Class","E6BB0425","403/6/13-18","HOLD","DIST-OPEN","BRA500","2026-01-09 05:37:19.381"
"Reclass","U","Update","Hold Class","E6BB0425","318/8/6-9","HOLD","COMP","BRA506","2026-02-01 09:01:50.734"
"Reclass","U","Update","Hold Class","E6BB0425","106/10/2-8","GROUP","DIST-OPEN","BRA507","2025-11-24 00:22:51.485"
"Reclass","U","Update","Hold Class","E6BB0425","409/10/17-22","GROUP","DIST-OPEN","BRA505","2026-04-08 12:43:03.232"
"Reclass","U","Update","Hold Class","E6BB0425","116/2/7-9","HOLD","DIST-OPEN","BRA503","2026-02-27 14:44:53.979"
"Reclass","U","Update","Hold Class","E6BB0425","317/8/7-13","DIST-OPEN","HOLD","BRA504","2026-01-10 20:16:31.275"
"Reclass","U","Update","Hold Class","E6BB0425","310/2/19-19","DIST-OPEN","HOLD","BRA509","2025-11-24 20:45:37.914"
"Reclass","U","Update","Hold Class","E6BB0425","216/6/2-3","DIST-OPEN","HOLD","BRA507","2025-11-21 04:57:41.704"
"Reclass","U","Update","Hold Class","E6BB0425","214/10/15-21","GROUP","DIST-OPEN","BRA502","2025-11-21 11:46:59.807"
"Reclass","U","Update","Hold Class","E6BB0425","114/7/18-19","HOLD","COMP","BRA507","2026-02-05 04:29:59.826"
"Reclass","U","Update","Hold Class","E6BB0425","219/3/6-6","HOLD","DIST-OPEN","BRA507","2026-02-27 22:48:00.671"
"Reclass","U","Update","Hold Class","E6BB0425","213/1/6-14","GROUP","DIST-OPEN","BRA508","2026-04-14 14:38:31.465"
"Reclass","U","Update","Hold Class","E6BB0425","305/8/17-20","HOLD","DIST-OPEN","BRA503","2025-12-15 21:52:30.624"
"Reclass","U","Update","Hold Class","E6BB0425","312/7/8-8","SEASON","DIST-OPEN","BRA510","2026-02-27 10:52:06.905"
"Reclass","U","Update","Hold Class","E6BB0425","308/4/9-14","SEASON","DIST-OPEN","BRA506","2026-01-08 18:23:28.384"
"Reclass","U","Update","Hold Class","E6BB0425","218/1/16-21","GROUP","DIST-OPEN","BRA509","2026-02-12 23:54:39.675"
"Reclass","U","Update","Hold Class","E6BB0425","403/1/19-22","DIST-OPEN","HOLD","BRA501","2026-04-06 20:03:01.862"
"Reclass","U","Update","Hold Class","E6BB0425","410/7/9-12","SEASON","DIST-OPEN","BRA509","2026-03-13 21:13:53.085"
"Reclass","U","Update","Hold Class","E6BB0425","102/8/15-20","GROUP","DIST-OPEN","BRA507","2026-04-18 17:53:15.258"
"Reclass","U","Update","Hold Class","E6BB0425","403/10/12-20","DIST-OPEN","HOLD","BRA506","2025-11-18 20:21:35.036"
"Reclass","U","Update","Hold Class","E6BB0425","405/8/4-5","DIST-OPEN","HOLD","BRA503","2026-04-18 02:30:08.056"
"Reclass","U","Update","Hold Class","E6BB0425","213/2/4-10","GROUP","DIST-OPEN","BRA507","2026-01-12 05:08:59.773"
"Reclass","U","Update","Hold Class","E6BB0425","301/5/15-16","GROUP","DIST-OPEN","BRA510","2026-03-03 12:21:46.031"
"Reclass","U","Update","Hold Class","E6BB0426","203/4/4-6","HOLD","COMP","BRA502","2026-04-11 02:29:19.744"
"Reclass","U","Update","Hold Class","E6BB0426","207/9/12-12","HOLD","DIST-OPEN","BRA510","2026-03-05 14:43:22.408"
"Reclass","U","Update","Hold Class","E6BB0426","116/3/20-24","GROUP","DIST-OPEN","BRA509","2025-11-12 21:54:18.521"
"Reclass","U","Update","Hold Class","E6BB0426","302/4/15-16","DIST-OPEN","HOLD","BRA502","2026-04-16 00:42:27.445"
"Reclass","U","Update","Hold Class","E6BB0426","312/2/8-9","HOLD","COMP","BRA505","2025-12-23 22:15:23.639"
"Reclass","U","Update","Hold Class","E6BB0426","408/5/1-6","HOLD","COMP","BRA502","2026-01-08 10:57:10.896"
"Reclass","U","Update","Hold Class","E6BB0426","219/2/4-10","HOLD","DIST-OPEN","BRA509","2026-04-19 07:55:43.736"
"Reclass","U","Update","Hold Class","E6BB0426","304/4/3-10","HOLD","COMP","BRA500","2025-11-25 12:40:07.091"
"Reclass","U","Update","Hold Class","E6BB0426","218/9/3-3","HOLD","DIST-OPEN","BRA503","2026-01-04 23:36:25.724"
"Reclass","U","Update","Hold Class","E6BB0426","410/9/19-27","HOLD","COMP","BRA504","2026-03-24 13:57:21.277"
"Reclass","U","Update","Hold Class","E6BB0426","115/2/13-15","HOLD","DIST-OPEN","BRA502","2026-01-17 07:36:20.780"
"Reclass","U","Update","Hold Class","E6BB0426","404/5/20-21","HOLD","DIST-OPEN","BRA502","2025-12-14 08:24:04.718"
"Reclass","U","Update","Hold Class","E6BB0426","211/6/5-6","HOLD","DIST-OPEN","BRA509","2026-03-20 17:36:16.684"
"Reclass","U","Update","Hold Class","E6BB0426","108/10/16-18","HOLD","COMP","BRA509","2025-12-19 13:30:17.937"
"Reclass","U","Update","Hold Class","E6BB0426","303/5/13-17","HOLD","COMP","BRA503","2026-02-09 16:13:11.559"
"Reclass","U","Update","Hold Class","E6BB0426","215/9/2-3","HOLD","DIST-OPEN","BRA510","2026-03-25 01:20:56.328"
"Reclass","U","Update","Hold Class","E6BB0426","102/6/10-14","SEASON","DIST-OPEN","BRA502","2025-12-03 09:27:38.291"
"Reclass","U","Update","Hold Class","E6BB0426","115/10/17-25","SEASON","DIST-OPEN","BRA510","2026-04-13 07:09:30.508"
"Reclass","U","Update","Hold Class","E6BB0426","312/4/17-18","GROUP","DIST-OPEN","BRA502","2026-03-28 05:23:24.184"
"Reclass","U","Update","Hold Class","E6BB0426","215/9/4-4","SEASON","DIST-OPEN","BRA501","2026-02-28 20:49:56.023"
"Reclass","U","Update","Hold Class","E6BB0427","310/7/5-10","SEASON","DIST-OPEN","BRA505","2026-04-17 15:48:57.294"
"Reclass","U","Update","Hold Class","E6BB0427","205/5/19-25","HOLD","DIST-OPEN","BRA507","2025-11-29 04:45:12.193"
"Reclass","U","Update","Hold Class","E6BB0427","313/8/12-14","GROUP","DIST-OPEN","BRA504","2025-12-05 21:54:36.586"
"Reclass","U","Update","Hold Class","E6BB0427","116/1/13-13","GROUP","DIST-OPEN","BRA509","2025-12-14 19:22:10.438"
"Reclass","U","Update","Hold Class","E6BB0427","208/8/8-14","HOLD","DIST-OPEN","BRA501","2026-04-11 07:16:35.921"
"Reclass","U","Update","Hold Class","E6BB0427","303/3/12-14","SEASON","DIST-OPEN","BRA510","2025-11-21 10:32:18.103"
"Reclass","U","Update","Hold Class","E6BB0429","109/4/2-2","HOLD","DIST-OPEN","BRA502","2026-02-21 11:20:02.987"
"Reclass","U","Update","Hold Class","E6BB0429","211/2/9-17","HOLD","DIST-OPEN","BRA504","2026-01-10 21:23:27.072"
"Reclass","U","Update","Hold Class","E6BB0429","219/5/13-13","DIST-OPEN","HOLD","BRA506","2025-12-22 08:07:26.967"
"Reclass","U","Update","Hold Class","E6BB0429","315/4/10-18","HOLD","DIST-OPEN","BRA501","2026-02-28 01:14:16.060"
"Reclass","U","Update","Hold Class","E6BB0429","406/8/1-7","HOLD","DIST-OPEN","BRA500","2026-04-15 18:18:32.309"
"Reclass","U","Update","Hold Class","E6BB0429","302/9/12-15","GROUP","DIST-OPEN","BRA510","2026-01-03 18:15:04.935"
"Reclass","U","Update","Hold Class","E6BB0429","311/1/6-7","HOLD","COMP","BRA507","2026-04-04 05:59:13.801"
"Reclass","U","Update","Hold Class","E6BB0501","119/5/5-12","DIST-OPEN","HOLD","BRA505","2026-04-15 08:29:01.108"
"Reclass","U","Update","Hold Class","E6BB0501","312/6/10-17","DIST-OPEN","HOLD","BRA507","2026-02-01 11:11:05.553"
"Reclass","U","Update","Hold Class","E6BB0501","301/2/10-16","HOLD","COMP","BRA508","2026-04-09 09:58:06.070"
"Reclass","U","Update","Hold Class","E6BB0501","217/1/8-15","SEASON","DIST-OPEN","BRA502","2026-04-19 11:23:08.169"
"Reclass","U","Update","Hold Class","E6BB0501","106/1/13-17","HOLD","COMP","BRA503","2025-12-16 09:33:36.373"
"Reclass","U","Update","Hold Class","E6BB0501","106/9/11-13","HOLD","COMP","BRA508","2026-04-28 05:29:14.869"
"Reclass","U","Update","Hold Class","E6BB0501","301/1/7-12","HOLD","DIST-OPEN","BRA507","2026-01-12 09:40:25.370"
"Reclass","U","Update","Hold Class","E6BB0502","302/6/8-8","HOLD","COMP","BRA508","2026-03-07 03:54:10.395"
"Reclass","U","Update","Hold Class","E6BB0502","304/4/16-16","DIST-OPEN","HOLD","BRA508","2025-11-19 11:03:43.078"
"Reclass","U","Update","Hold Class","E6BB0502","312/1/8-10","HOLD","COMP","BRA500","2025-11-15 11:51:22.696"
"Reclass","U","Update","Hold Class","E6BB0502","112/5/10-15","DIST-OPEN","HOLD","BRA507","2026-04-12 01:48:21.638"
"Reclass","U","Update","Hold Class","E6BB0502","219/1/13-18","HOLD","COMP","BRA505","2026-02-16 14:06:08.160"
"Reclass","U","Update","Hold Class","E6BB0502","116/5/8-12","SEASON","DIST-OPEN","BRA510","2026-02-02 19:42:08.542"
"Reclass","U","Update","Hold Class","E6BB0502","301/4/7-9","HOLD","DIST-OPEN","BRA505","2026-01-19 07:00:00.597"
"Reclass","U","Update","Hold Class","E6BB0502","115/7/10-18","DIST-OPEN","HOLD","BRA510","2026-01-18 06:20:49.316"
"Reclass","U","Update","Hold Class","E6BB0502","202/10/10-15","GROUP","DIST-OPEN","BRA503","2026-04-18 13:02:25.465"
"Reclass","U","Update","Hold Class","E6BB0502","211/8/19-26","DIST-OPEN","HOLD","BRA503","2025-11-20 12:29:16.869"
"Reclass","U","Update","Hold Class","E6BB0502","120/3/14-20","HOLD","COMP","BRA506","2026-02-16 23:21:55.256"
"Reclass","U","Update","Hold Class","E6BB0502","119/6/8-14","HOLD","DIST-OPEN","BRA500","2026-02-12 01:43:11.179"
"Reclass","U","Update","Hold Class","E6BB0502","406/2/14-14","SEASON","DIST-OPEN","BRA506","2025-12-30 11:01:28.342"
"Reclass","U","Update","Hold Class","E6BB0502","117/3/8-9","GROUP","DIST-OPEN","BRA500","2025-11-26 19:57:39.949"
"Reclass","U","Update","Hold Class","E6BB0502","409/8/8-14","SEASON","DIST-OPEN","BRA502","2026-02-19 12:18:41.729"
"Reclass","U","Update","Hold Class","E6BB0502","404/8/12-14","DIST-OPEN","HOLD","BRA509","2025-12-13 19:44:06.563"
"Reclass","U","Update","Hold Class","E6BB0502","320/8/5-10","DIST-OPEN","HOLD","BRA500","2025-11-11 05:02:12.942"
"Reclass","U","Update","Hold Class","E6BB0502","219/2/6-8","HOLD","DIST-OPEN","BRA506","2026-02-03 05:47:37.269"
