"event_name","section_name","row_name","seat_num","num_seats","class_name","status","add_datetime"
"E6BB0424","319","10",9,1,"DIST-OPEN","SOLD","2025-11-22 16:16:16.628"
"E6BB0424","103","5",13,1,"SEASON","SOLD","2025-10-10 04:48:20.181"
"E6BB0424","113","7",8,1,"DIST-OPEN","available",NA
"E6BB0424","301","9",20,1,"GROUP","HELD",NA
"E6BB0424","110","8",14,1,"DIST-OPEN","SOLD","2026-03-01 21:17:15.464"
"E6BB0424","318","5",24,1,"COMP","HELD",NA
"E6BB0424","112","2",3,1,"DIST-OPEN","SOLD","2026-03-31 20:22:22.386"
"E6BB0424","107","7",10,1,"SEASON","SOLD","2025-10-08 01:53:50.731"
"E6BB0424","410","4",24,1,"SEASON","SOLD","2025-10-19 23:08:56.305"
"E6BB0424","318","3",12,1,"DIST-OPEN","available",NA
"E6BB0424","207","2",3,1,"DIST-OPEN","available",NA
"E6BB0424","216","6",5,1,"DIST-OPEN","available",NA
"E6BB0424","212","3",4,1,"DIST-OPEN","available",NA
"E6BB0424","206","2",24,1,"HOLD","COMP","2026-01-02 09:09:52.213"
"E6BB0424","407","5",1,1,"COMP","HELD",NA
"E6BB0424","214","1",20,1,"HOLD","HELD",NA
"E6BB0424","107","6",2,1,"SEASON","SOLD","2025-10-05 22:25:47.166"
"E6BB0424","118","3",20,1,"HOLD","HELD",NA
"E6BB0424","320","4",9,1,"HOLD","COMP","2026-01-25 22:32:18.375"
"E6BB0424","313","9",8,1,"DIST-OPEN","SOLD","2026-04-07 06:16:35.346"
"E6BB0424","201","6",4,1,"SEASON","SOLD","2025-10-13 13:46:43.553"
"E6BB0424","109","5",21,1,"SEASON","SOLD","2025-10-22 12:55:02.485"
"E6BB0424","409","9",21,1,"DIST-OPEN","SOLD","2026-02-12 03:48:45.231"
"E6BB0424","119","10",17,1,"SEASON","SOLD","2025-10-11 16:17:54.039"
"E6BB0424","118","10",23,1,"DIST-OPEN","available",NA
"E6BB0424","111","1",11,1,"DIST-OPEN","SOLD","2026-01-28 05:21:02.585"
"E6BB0424","116","2",2,1,"DIST-OPEN","available",NA
"E6BB0424","318","6",12,1,"DIST-OPEN","available",NA
"E6BB0424","407","9",10,1,"HOLD","HELD",NA
"E6BB0424","403","3",13,1,"SEASON","SOLD","2025-10-06 22:58:20.465"
"E6BB0424","101","10",9,1,"HOLD","COMP","2026-03-05 15:52:03.203"
"E6BB0424","310","9",9,1,"HOLD","HELD",NA
"E6BB0424","120","5",24,1,"HOLD","HELD",NA
"E6BB0424","101","2",14,1,"DIST-OPEN","available",NA
"E6BB0424","318","4",6,1,"SEASON","SOLD","2025-10-15 19:04:22.414"
"E6BB0424","203","4",20,1,"DIST-OPEN","COMP","2026-02-26 00:46:48.954"
"E6BB0424","311","8",22,1,"HOLD","HELD",NA
"E6BB0424","211","6",6,1,"DIST-OPEN","available",NA
"E6BB0424","308","8",11,1,"DIST-OPEN","available",NA
"E6BB0424","309","6",14,1,"DIST-OPEN","available",NA
"E6BB0424","104","2",17,1,"DIST-OPEN","SOLD","2026-02-09 00:53:39.875"
"E6BB0424","220","10",22,1,"DIST-OPEN","available",NA
"E6BB0424","110","9",19,1,"DIST-OPEN","SOLD","2026-01-28 17:27:14.370"
"E6BB0424","304","8",13,1,"DIST-OPEN","available",NA
"E6BB0424","307","8",10,1,"DIST-OPEN","available",NA
"E6BB0424","210","9",16,1,"GROUP","HELD",NA
"E6BB0424","114","3",2,1,"COMP","HELD",NA
"E6BB0424","405","3",8,1,"HOLD","HELD",NA
"E6BB0424","119","9",12,1,"SEASON","SOLD","2025-10-10 08:18:48.071"
"E6BB0424","302","6",10,1,"HOLD","HELD",NA
"E6BB0424","312","1",19,1,"DIST-OPEN","available",NA
"E6BB0424","406","3",17,1,"SEASON","SOLD","2025-10-20 13:16:47.160"
"E6BB0424","203","2",20,1,"DIST-OPEN","available",NA
"E6BB0424","113","9",4,1,"HOLD","HELD",NA
"E6BB0424","220","7",19,1,"SEASON","SOLD","2025-10-09 08:05:33.660"
"E6BB0424","302","1",10,1,"SEASON","SOLD","2025-10-05 02:30:15.077"
"E6BB0424","202","10",20,1,"DIST-OPEN","available",NA
"E6BB0424","215","1",8,1,"DIST-OPEN","SOLD","2026-01-28 03:44:53.092"
"E6BB0424","202","6",23,1,"SEASON","SOLD","2025-10-10 20:40:11.902"
"E6BB0424","315","4",3,1,"SEASON","SOLD","2025-10-01 16:00:00.306"
"E6BB0424","319","4",20,1,"SEASON","SOLD","2025-10-21 05:18:57.037"
"E6BB0424","103","1",19,1,"DIST-OPEN","SOLD","2026-03-27 23:24:48.712"
"E6BB0424","113","10",4,1,"DIST-OPEN","COMP","2026-01-13 20:35:54.229"
"E6BB0424","301","6",4,1,"GROUP","HELD",NA
"E6BB0424","110","1",17,1,"SEASON","SOLD","2025-10-24 20:23:42.401"
"E6BB0424","318","3",8,1,"HOLD","HELD",NA
"E6BB0424","112","5",24,1,"DIST-OPEN","SOLD","2026-03-24 08:56:23.535"
"E6BB0424","107","1",14,1,"SEASON","SOLD","2025-10-23 02:37:27.366"
"E6BB0424","410","5",21,1,"GROUP","HELD",NA
"E6BB0424","318","10",10,1,"DIST-OPEN","SOLD","2026-03-08 19:59:18.109"
"E6BB0424","207","4",16,1,"DIST-OPEN","available",NA
"E6BB0424","216","10",6,1,"HOLD","HELD",NA
"E6BB0424","212","1",23,1,"DIST-OPEN","available",NA
"E6BB0424","206","6",17,1,"COMP","HELD",NA
"E6BB0424","407","7",21,1,"SEASON","SOLD","2025-10-11 17:50:49.655"
"E6BB0424","214","6",5,1,"DIST-OPEN","available",NA
"E6BB0424","107","2",21,1,"SEASON","SOLD","2025-10-15 08:13:25.429"
"E6BB0424","118","4",12,1,"HOLD","HELD",NA
"E6BB0424","320","9",19,1,"DIST-OPEN","available",NA
"E6BB0424","313","1",18,1,"DIST-OPEN","COMP","2026-01-06 20:56:35.532"
"E6BB0424","201","7",4,1,"GROUP","HELD",NA
"E6BB0424","109","10",21,1,"SEASON","SOLD","2025-10-18 11:58:24.328"
"E6BB0424","409","1",22,1,"DIST-OPEN","available",NA
"E6BB0424","119","1",1,1,"GROUP","HELD",NA
"E6BB0424","118","7",10,1,"GROUP","HELD",NA
"E6BB0424","111","9",22,1,"DIST-OPEN","SOLD","2026-01-05 11:40:39.238"
"E6BB0424","116","1",3,1,"DIST-OPEN","available",NA
"E6BB0424","318","9",7,1,"SEASON","SOLD","2025-10-03 19:29:33.247"
"E6BB0424","407","10",7,1,"DIST-OPEN","available",NA
"E6BB0424","403","1",5,1,"COMP","HELD",NA
"E6BB0424","101","2",9,1,"SEASON","SOLD","2025-10-26 19:47:42.867"
"E6BB0424","310","5",8,1,"DIST-OPEN","available",NA
"E6BB0424","120","9",7,1,"COMP","HELD",NA
"E6BB0424","101","3",6,1,"HOLD","HELD",NA
"E6BB0424","318","3",10,1,"DIST-OPEN","SOLD","2026-03-04 18:09:16.799"
"E6BB0424","203","1",1,1,"COMP","HELD",NA
"E6BB0424","311","1",6,1,"DIST-OPEN","SOLD","2026-02-14 23:16:27.596"
"E6BB0424","211","4",10,1,"HOLD","HELD",NA
"E6BB0424","308","6",17,1,"DIST-OPEN","SOLD","2026-03-21 01:58:14.371"
"E6BB0424","309","4",15,1,"DIST-OPEN","SOLD","2026-03-21 17:18:25.593"
"E6BB0424","104","1",2,1,"GROUP","HELD",NA
"E6BB0424","220","10",3,1,"GROUP","HELD",NA
"E6BB0424","110","5",13,1,"COMP","HELD",NA
"E6BB0424","304","1",20,1,"GROUP","HELD",NA
"E6BB0424","307","5",6,1,"DIST-OPEN","available",NA
"E6BB0424","210","10",18,1,"SEASON","SOLD","2025-10-16 22:10:16.630"
"E6BB0424","114","3",9,1,"DIST-OPEN","available",NA
"E6BB0424","405","3",11,1,"DIST-OPEN","available",NA
"E6BB0424","119","1",14,1,"HOLD","HELD",NA
"E6BB0424","302","3",14,1,"DIST-OPEN","available",NA
"E6BB0424","312","7",16,1,"SEASON","SOLD","2025-10-25 04:44:13.999"
"E6BB0424","406","7",19,1,"SEASON","SOLD","2025-10-31 00:33:38.537"
"E6BB0424","203","10",13,1,"DIST-OPEN","available",NA
"E6BB0424","113","5",12,1,"DIST-OPEN","SOLD","2025-12-29 05:48:47.628"
"E6BB0424","220","10",22,1,"SEASON","SOLD","2025-10-27 10:36:57.866"
"E6BB0424","302","2",11,1,"HOLD","HELD",NA
"E6BB0424","202","10",23,1,"DIST-OPEN","SOLD","2026-04-20 13:41:47.732"
"E6BB0424","215","7",16,1,"DIST-OPEN","available",NA
"E6BB0424","202","7",18,1,"SEASON","SOLD","2025-10-31 06:17:18.380"
"E6BB0424","315","1",6,1,"DIST-OPEN","SOLD","2026-04-18 23:22:34.346"
"E6BB0424","319","5",17,1,"DIST-OPEN","available",NA
"E6BB0424","103","8",24,1,"SEASON","SOLD","2025-10-01 13:49:31.010"
"E6BB0424","113","1",14,1,"DIST-OPEN","available",NA
"E6BB0424","301","8",5,1,"SEASON","SOLD","2025-10-28 18:17:40.661"
"E6BB0424","110","9",13,1,"GROUP","HELD",NA
"E6BB0424","318","10",3,1,"DIST-OPEN","SOLD","2026-02-13 19:37:38.229"
"E6BB0424","112","1",14,1,"SEASON","SOLD","2025-10-20 21:08:21.291"
"E6BB0424","107","10",19,1,"SEASON","SOLD","2025-10-29 06:31:43.912"
"E6BB0424","410","1",16,1,"COMP","HELD",NA
"E6BB0424","318","3",5,1,"DIST-OPEN","available",NA
"E6BB0424","207","8",13,1,"SEASON","SOLD","2025-10-29 14:05:42.793"
"E6BB0424","216","9",9,1,"DIST-OPEN","available",NA
"E6BB0424","212","1",17,1,"HOLD","HELD",NA
"E6BB0424","206","7",7,1,"SEASON","SOLD","2025-10-03 10:55:47.351"
"E6BB0424","407","4",6,1,"DIST-OPEN","SOLD","2025-11-23 09:16:51.878"
"E6BB0424","214","3",5,1,"DIST-OPEN","available",NA
"E6BB0424","107","6",10,1,"SEASON","SOLD","2025-10-02 12:25:00.141"
"E6BB0424","118","3",22,1,"COMP","HELD",NA
"E6BB0424","320","4",16,1,"GROUP","HELD",NA
"E6BB0424","313","1",7,1,"HOLD","HELD",NA
"E6BB0424","201","4",12,1,"HOLD","COMP","2026-01-02 12:50:50.139"
"E6BB0424","109","1",1,1,"DIST-OPEN","available",NA
"E6BB0424","409","9",21,1,"COMP","HELD",NA
"E6BB0424","119","10",18,1,"DIST-OPEN","SOLD","2026-02-20 21:44:42.829"
"E6BB0424","118","4",15,1,"HOLD","HELD",NA
"E6BB0424","111","9",17,1,"DIST-OPEN","available",NA
"E6BB0424","116","7",23,1,"HOLD","HELD",NA
"E6BB0424","318","7",19,1,"SEASON","SOLD","2025-10-20 21:32:19.894"
"E6BB0424","407","6",21,1,"DIST-OPEN","COMP","2026-02-10 11:45:40.436"
"E6BB0424","403","4",7,1,"COMP","HELD",NA
"E6BB0424","101","7",8,1,"DIST-OPEN","SOLD","2026-02-22 17:25:52.744"
"E6BB0424","310","2",7,1,"DIST-OPEN","available",NA
"E6BB0424","120","3",23,1,"HOLD","HELD",NA
"E6BB0424","101","9",2,1,"DIST-OPEN","available",NA
"E6BB0424","318","1",2,1,"GROUP","HELD",NA
"E6BB0424","203","2",11,1,"COMP","HELD",NA
"E6BB0424","311","6",14,1,"DIST-OPEN","available",NA
"E6BB0424","211","10",15,1,"DIST-OPEN","available",NA
"E6BB0424","308","4",9,1,"DIST-OPEN","available",NA
"E6BB0424","309","4",8,1,"DIST-OPEN","SOLD","2026-01-19 03:46:21.907"
"E6BB0424","104","8",3,1,"HOLD","HELD",NA
"E6BB0424","220","7",14,1,"HOLD","HELD",NA
"E6BB0424","110","6",18,1,"DIST-OPEN","SOLD","2025-11-26 04:12:04.842"
"E6BB0424","304","6",3,1,"DIST-OPEN","available",NA
"E6BB0424","307","2",9,1,"SEASON","SOLD","2025-10-08 05:32:36.055"
"E6BB0424","210","5",16,1,"DIST-OPEN","SOLD","2025-11-17 08:26:37.169"
"E6BB0424","114","2",23,1,"DIST-OPEN","SOLD","2026-01-12 21:24:04.870"
"E6BB0424","405","9",1,1,"GROUP","HELD",NA
"E6BB0424","119","8",5,1,"SEASON","SOLD","2025-10-25 15:41:42.356"
"E6BB0424","302","1",15,1,"DIST-OPEN","available",NA
"E6BB0424","312","5",10,1,"DIST-OPEN","SOLD","2026-02-26 18:21:35.248"
"E6BB0424","406","10",12,1,"DIST-OPEN","SOLD","2026-03-24 04:40:04.344"
"E6BB0424","203","5",10,1,"DIST-OPEN","available",NA
"E6BB0424","113","3",11,1,"DIST-OPEN","available",NA
"E6BB0424","220","6",16,1,"DIST-OPEN","available",NA
"E6BB0424","302","4",16,1,"GROUP","HELD",NA
"E6BB0424","202","1",12,1,"GROUP","HELD",NA
"E6BB0424","215","9",9,1,"DIST-OPEN","SOLD","2026-03-25 14:24:56.746"
"E6BB0424","202","3",18,1,"DIST-OPEN","available",NA
"E6BB0424","315","8",4,1,"SEASON","SOLD","2025-10-21 00:18:49.230"
"E6BB0424","319","6",3,1,"HOLD","HELD",NA
"E6BB0424","103","7",16,1,"DIST-OPEN","available",NA
"E6BB0424","113","1",5,1,"GROUP","HELD",NA
"E6BB0424","301","10",5,1,"DIST-OPEN","available",NA
"E6BB0424","110","10",10,1,"HOLD","HELD",NA
"E6BB0424","318","8",18,1,"DIST-OPEN","available",NA
"E6BB0424","112","6",7,1,"DIST-OPEN","available",NA
"E6BB0424","107","2",22,1,"COMP","HELD",NA
"E6BB0424","410","3",14,1,"HOLD","HELD",NA
"E6BB0424","318","7",14,1,"DIST-OPEN","available",NA
"E6BB0424","207","10",7,1,"DIST-OPEN","available",NA
"E6BB0424","216","8",13,1,"SEASON","SOLD","2025-10-22 23:24:14.599"
"E6BB0424","212","6",15,1,"SEASON","SOLD","2025-10-27 10:31:29.111"
"E6BB0424","206","2",10,1,"SEASON","SOLD","2025-10-23 04:40:16.336"
"E6BB0424","407","1",2,1,"HOLD","HELD",NA
"E6BB0424","214","10",18,1,"DIST-OPEN","available",NA
"E6BB0424","107","9",19,1,"DIST-OPEN","available",NA
"E6BB0424","118","2",10,1,"SEASON","SOLD","2025-10-21 21:47:42.888"
"E6BB0424","320","9",7,1,"GROUP","HELD",NA
"E6BB0424","313","10",20,1,"SEASON","SOLD","2025-10-16 08:54:39.744"
"E6BB0424","201","5",2,1,"DIST-OPEN","available",NA
"E6BB0424","109","7",24,1,"COMP","COMP","2026-03-02 17:38:51.789"
"E6BB0424","409","7",5,1,"SEASON","SOLD","2025-10-17 13:43:09.596"
"E6BB0424","119","4",5,1,"GROUP","HELD",NA
"E6BB0424","118","2",23,1,"SEASON","SOLD","2025-10-31 00:44:05.489"
"E6BB0424","111","10",24,1,"DIST-OPEN","available",NA
"E6BB0424","116","7",6,1,"SEASON","SOLD","2025-10-15 05:31:56.183"
"E6BB0424","318","9",16,1,"HOLD","HELD",NA
"E6BB0424","407","10",12,1,"DIST-OPEN","available",NA
"E6BB0424","403","6",19,1,"SEASON","SOLD","2025-10-17 02:30:32.966"
"E6BB0424","101","4",16,1,"SEASON","SOLD","2025-10-26 05:27:49.583"
"E6BB0424","310","6",13,1,"COMP","HELD",NA
"E6BB0424","120","2",19,1,"DIST-OPEN","SOLD","2026-04-07 03:49:21.360"
"E6BB0424","101","2",7,1,"DIST-OPEN","SOLD","2026-02-21 22:14:51.600"
"E6BB0424","318","7",2,1,"DIST-OPEN","SOLD","2026-04-14 10:57:52.393"
"E6BB0424","203","3",23,1,"DIST-OPEN","SOLD","2026-02-15 16:22:35.745"
"E6BB0424","311","1",4,1,"DIST-OPEN","available",NA
"E6BB0424","211","5",6,1,"DIST-OPEN","SOLD","2026-03-12 20:50:20.591"
"E6BB0424","308","1",8,1,"DIST-OPEN","SOLD","2025-12-23 06:29:24.816"
"E6BB0424","309","5",15,1,"GROUP","HELD",NA
"E6BB0424","104","6",2,1,"COMP","HELD",NA
"E6BB0424","220","4",16,1,"DIST-OPEN","available",NA
"E6BB0424","110","10",21,1,"COMP","HELD",NA
"E6BB0424","304","8",24,1,"GROUP","HELD",NA
"E6BB0424","307","3",8,1,"DIST-OPEN","SOLD","2026-02-18 23:52:49.970"
"E6BB0424","210","9",10,1,"SEASON","SOLD","2025-10-30 21:48:32.011"
"E6BB0424","114","4",21,1,"SEASON","SOLD","2025-10-12 07:38:34.355"
"E6BB0424","405","9",16,1,"DIST-OPEN","available",NA
"E6BB0424","119","9",20,1,"SEASON","SOLD","2025-10-30 11:38:28.303"
"E6BB0424","302","7",16,1,"DIST-OPEN","available",NA
"E6BB0424","312","7",7,1,"DIST-OPEN","SOLD","2025-12-16 23:53:23.854"
"E6BB0424","406","5",20,1,"HOLD","HELD",NA
"E6BB0424","203","8",8,1,"DIST-OPEN","available",NA
"E6BB0424","113","10",12,1,"DIST-OPEN","SOLD","2026-04-07 15:37:39.439"
"E6BB0424","220","7",4,1,"SEASON","SOLD","2025-10-02 17:07:16.022"
"E6BB0424","302","3",23,1,"DIST-OPEN","available",NA
"E6BB0424","202","8",18,1,"SEASON","SOLD","2025-10-21 21:15:42.684"
"E6BB0424","215","10",8,1,"DIST-OPEN","available",NA
"E6BB0424","202","1",15,1,"DIST-OPEN","SOLD","2025-12-01 07:46:39.854"
"E6BB0424","315","1",7,1,"DIST-OPEN","available",NA
"E6BB0424","319","3",15,1,"DIST-OPEN","available",NA
"E6BB0424","103","8",13,1,"DIST-OPEN","available",NA
"E6BB0424","113","10",11,1,"DIST-OPEN","SOLD","2026-02-07 00:02:17.511"
"E6BB0424","301","1",16,1,"DIST-OPEN","SOLD","2026-02-06 17:55:14.623"
"E6BB0424","110","7",3,1,"SEASON","SOLD","2025-10-17 08:33:53.719"
"E6BB0424","318","2",13,1,"DIST-OPEN","available",NA
"E6BB0424","112","10",13,1,"DIST-OPEN","COMP","2026-03-30 09:34:17.795"
"E6BB0424","107","6",5,1,"HOLD","HELD",NA
"E6BB0424","410","3",16,1,"DIST-OPEN","SOLD","2026-02-18 03:38:53.087"
"E6BB0424","318","10",16,1,"SEASON","SOLD","2025-10-23 14:46:26.870"
"E6BB0424","207","7",15,1,"SEASON","SOLD","2025-10-19 22:45:11.903"
"E6BB0424","216","7",20,1,"SEASON","SOLD","2025-10-30 17:13:07.079"
"E6BB0424","212","5",5,1,"SEASON","SOLD","2025-10-10 06:44:28.872"
"E6BB0424","206","3",8,1,"SEASON","SOLD","2025-10-27 20:36:36.667"
"E6BB0424","407","2",5,1,"DIST-OPEN","SOLD","2025-12-08 19:33:10.286"
"E6BB0424","214","10",21,1,"SEASON","SOLD","2025-10-11 07:22:45.811"
"E6BB0424","107","8",24,1,"SEASON","SOLD","2025-10-28 20:17:08.216"
"E6BB0424","118","8",10,1,"SEASON","SOLD","2025-10-21 18:50:52.852"
"E6BB0424","320","9",9,1,"SEASON","SOLD","2025-10-05 04:02:04.267"
"E6BB0424","313","4",5,1,"HOLD","HELD",NA
"E6BB0424","201","7",11,1,"DIST-OPEN","SOLD","2026-01-22 12:32:53.067"
"E6BB0424","109","6",18,1,"SEASON","SOLD","2025-10-03 00:25:21.543"
"E6BB0424","409","7",14,1,"DIST-OPEN","SOLD","2026-02-23 15:47:54.394"
"E6BB0424","119","3",17,1,"DIST-OPEN","COMP","2026-01-13 23:32:36.361"
"E6BB0424","118","6",1,1,"DIST-OPEN","SOLD","2026-02-03 16:36:22.332"
"E6BB0424","111","5",18,1,"SEASON","SOLD","2025-10-17 08:32:39.521"
"E6BB0424","116","5",7,1,"DIST-OPEN","available",NA
"E6BB0424","318","5",15,1,"SEASON","SOLD","2025-10-29 20:48:37.563"
"E6BB0424","407","5",9,1,"DIST-OPEN","SOLD","2026-01-11 10:33:30.376"
"E6BB0424","403","7",10,1,"HOLD","HELD",NA
"E6BB0424","101","5",14,1,"GROUP","HELD",NA
"E6BB0424","310","8",5,1,"DIST-OPEN","SOLD","2026-01-26 13:18:04.727"
"E6BB0424","120","8",15,1,"DIST-OPEN","available",NA
"E6BB0424","101","8",6,1,"HOLD","HELD",NA
"E6BB0424","318","6",7,1,"DIST-OPEN","SOLD","2025-12-20 02:36:20.951"
"E6BB0424","203","4",4,1,"COMP","HELD",NA
"E6BB0424","311","5",18,1,"SEASON","SOLD","2025-10-19 10:31:30.916"
"E6BB0424","211","8",4,1,"HOLD","HELD",NA
"E6BB0424","308","8",8,1,"HOLD","HELD",NA
"E6BB0424","309","10",1,1,"DIST-OPEN","SOLD","2026-02-15 00:45:29.573"
"E6BB0424","104","6",16,1,"SEASON","SOLD","2025-10-19 04:41:58.407"
"E6BB0424","220","10",20,1,"DIST-OPEN","SOLD","2026-04-20 10:15:19.545"
"E6BB0424","110","8",4,1,"DIST-OPEN","available",NA
"E6BB0424","304","3",1,1,"GROUP","HELD",NA
"E6BB0424","307","10",8,1,"DIST-OPEN","SOLD","2026-04-07 21:20:47.530"
"E6BB0424","210","6",15,1,"DIST-OPEN","SOLD","2026-03-30 00:05:55.504"
"E6BB0424","114","1",4,1,"DIST-OPEN","available",NA
"E6BB0424","405","1",18,1,"DIST-OPEN","SOLD","2025-11-17 08:35:36.093"
"E6BB0424","119","2",8,1,"DIST-OPEN","available",NA
"E6BB0424","302","6",19,1,"DIST-OPEN","SOLD","2025-12-25 19:34:35.877"
"E6BB0424","312","6",14,1,"DIST-OPEN","available",NA
"E6BB0424","406","5",3,1,"HOLD","HELD",NA
"E6BB0424","203","10",22,1,"SEASON","SOLD","2025-10-17 18:39:54.605"
"E6BB0424","113","9",20,1,"DIST-OPEN","SOLD","2026-03-06 16:46:35.157"
"E6BB0424","220","5",17,1,"HOLD","COMP","2026-01-28 15:15:12.710"
"E6BB0424","302","6",5,1,"DIST-OPEN","SOLD","2025-11-17 06:57:31.051"
"E6BB0424","202","9",6,1,"DIST-OPEN","available",NA
"E6BB0424","215","4",17,1,"DIST-OPEN","COMP","2026-02-21 08:12:43.633"
"E6BB0424","202","7",4,1,"COMP","COMP","2026-01-15 22:27:24.942"
"E6BB0424","315","1",14,1,"DIST-OPEN","SOLD","2026-02-06 11:52:42.043"
"E6BB0424","319","2",13,1,"HOLD","HELD",NA
"E6BB0424","103","4",24,1,"GROUP","HELD",NA
"E6BB0424","113","1",21,1,"SEASON","SOLD","2025-10-23 03:18:29.316"
"E6BB0424","301","6",13,1,"DIST-OPEN","available",NA
"E6BB0424","110","1",15,1,"DIST-OPEN","available",NA
"E6BB0424","318","9",2,1,"HOLD","HELD",NA
"E6BB0424","112","10",24,1,"DIST-OPEN","available",NA
"E6BB0424","107","4",14,1,"SEASON","SOLD","2025-10-29 06:19:06.997"
"E6BB0424","410","7",21,1,"HOLD","HELD",NA
"E6BB0424","318","5",15,1,"SEASON","SOLD","2025-10-25 11:05:59.164"
"E6BB0424","207","2",19,1,"DIST-OPEN","SOLD","2026-02-06 09:50:32.678"
"E6BB0424","216","8",7,1,"SEASON","SOLD","2025-10-17 16:11:45.569"
"E6BB0424","212","1",13,1,"DIST-OPEN","SOLD","2026-03-06 19:58:19.785"
"E6BB0424","206","4",19,1,"DIST-OPEN","SOLD","2026-04-21 06:53:41.733"
"E6BB0424","407","1",7,1,"DIST-OPEN","available",NA
"E6BB0424","214","3",14,1,"HOLD","HELD",NA
"E6BB0424","107","3",2,1,"COMP","HELD",NA
"E6BB0424","118","1",17,1,"COMP","HELD",NA
"E6BB0424","320","8",4,1,"GROUP","HELD",NA
"E6BB0424","313","8",5,1,"COMP","HELD",NA
"E6BB0424","201","6",8,1,"DIST-OPEN","available",NA
"E6BB0424","109","5",13,1,"DIST-OPEN","available",NA
"E6BB0424","409","10",22,1,"SEASON","SOLD","2025-10-02 06:36:25.470"
"E6BB0424","119","2",17,1,"DIST-OPEN","available",NA
"E6BB0424","118","2",6,1,"HOLD","HELD",NA
"E6BB0424","111","3",17,1,"SEASON","SOLD","2025-10-20 05:34:22.173"
"E6BB0424","116","9",19,1,"SEASON","SOLD","2025-10-11 17:47:23.751"
"E6BB0424","318","6",11,1,"SEASON","SOLD","2025-10-14 13:20:37.339"
"E6BB0424","407","9",12,1,"SEASON","SOLD","2025-10-15 17:47:34.739"
"E6BB0424","403","3",9,1,"SEASON","SOLD","2025-10-23 13:56:32.719"
"E6BB0424","101","9",6,1,"SEASON","SOLD","2025-10-19 05:48:43.795"
"E6BB0424","310","3",8,1,"DIST-OPEN","available",NA
"E6BB0424","120","5",9,1,"HOLD","HELD",NA
"E6BB0424","101","8",14,1,"DIST-OPEN","SOLD","2026-03-11 05:11:28.610"
"E6BB0424","318","7",3,1,"SEASON","SOLD","2025-10-14 04:56:12.050"
"E6BB0424","203","9",3,1,"SEASON","SOLD","2025-10-12 11:43:23.785"
"E6BB0424","311","5",3,1,"SEASON","SOLD","2025-10-26 16:36:56.035"
"E6BB0424","211","8",7,1,"DIST-OPEN","available",NA
"E6BB0424","308","8",8,1,"DIST-OPEN","available",NA
"E6BB0424","309","2",4,1,"HOLD","HELD",NA
"E6BB0424","104","6",7,1,"DIST-OPEN","SOLD","2025-11-16 13:48:52.164"
"E6BB0424","220","8",24,1,"SEASON","SOLD","2025-10-15 06:23:13.907"
"E6BB0424","110","7",20,1,"HOLD","HELD",NA
"E6BB0424","304","2",12,1,"DIST-OPEN","SOLD","2026-03-05 14:13:28.870"
"E6BB0424","307","9",8,1,"GROUP","HELD",NA
"E6BB0424","210","5",23,1,"DIST-OPEN","available",NA
"E6BB0424","114","8",9,1,"DIST-OPEN","SOLD","2026-01-06 02:12:53.469"
"E6BB0424","405","7",17,1,"DIST-OPEN","available",NA
"E6BB0424","119","7",17,1,"HOLD","HELD",NA
"E6BB0424","302","3",15,1,"SEASON","SOLD","2025-10-19 18:54:28.376"
"E6BB0424","312","6",1,1,"DIST-OPEN","available",NA
"E6BB0424","406","10",10,1,"DIST-OPEN","available",NA
"E6BB0424","203","1",3,1,"DIST-OPEN","available",NA
"E6BB0424","113","6",8,1,"DIST-OPEN","available",NA
"E6BB0424","220","9",17,1,"DIST-OPEN","SOLD","2026-04-03 03:22:35.124"
"E6BB0424","302","2",3,1,"HOLD","HELD",NA
"E6BB0424","202","5",7,1,"DIST-OPEN","SOLD","2025-12-20 07:15:20.917"
"E6BB0424","215","2",2,1,"SEASON","SOLD","2025-10-29 14:34:29.568"
"E6BB0424","202","9",12,1,"DIST-OPEN","available",NA
"E6BB0424","315","8",22,1,"SEASON","SOLD","2025-10-20 18:57:23.018"
"E6BB0424","319","4",1,1,"DIST-OPEN","available",NA
"E6BB0424","103","6",5,1,"DIST-OPEN","COMP","2026-01-06 05:05:14.957"
"E6BB0424","113","2",15,1,"SEASON","SOLD","2025-10-21 05:41:59.959"
"E6BB0424","301","2",11,1,"HOLD","HELD",NA
"E6BB0424","110","7",20,1,"DIST-OPEN","available",NA
"E6BB0424","318","4",11,1,"HOLD","HELD",NA
"E6BB0424","112","2",16,1,"HOLD","HELD",NA
"E6BB0424","107","1",10,1,"HOLD","HELD",NA
"E6BB0424","410","8",16,1,"DIST-OPEN","COMP","2026-01-28 16:05:06.477"
"E6BB0424","318","3",12,1,"DIST-OPEN","available",NA
"E6BB0424","207","10",5,1,"SEASON","SOLD","2025-10-14 06:32:25.048"
"E6BB0424","216","7",7,1,"COMP","HELD",NA
"E6BB0424","212","8",5,1,"SEASON","SOLD","2025-10-30 09:54:47.438"
"E6BB0424","206","3",10,1,"DIST-OPEN","SOLD","2026-01-28 09:40:06.671"
"E6BB0424","407","10",3,1,"HOLD","HELD",NA
"E6BB0424","214","5",17,1,"DIST-OPEN","available",NA
"E6BB0424","107","6",16,1,"DIST-OPEN","available",NA
"E6BB0424","118","3",11,1,"DIST-OPEN","SOLD","2025-11-18 21:06:51.594"
