"visitor_id","visit_id","event_name","event_date","first_hit_timestamp","purchase_id","purchased","section","row","price_location","num_seats","ticket_price","total_price","dist_open_count","cheapest_price","cheapest_pc_family","priciest_price","priciest_pc_family","avg_price"
"6018830018002969112-9854185987324360504-Web","6018830018002969112-9854185987324360504-Web-6-1772947542","E6BB0421","2026-04-21","2026-03-28 20:23:21",NA,FALSE,NA,NA,NA,NA,NA,NA,763,38.07,"M",156.48,"C",90.05
"5440292048916323007-5427483717934871014-Web","5440292048916323007-5427483717934871014-Web-11-1776436004","E6BB0607","2026-06-07","2026-05-14 18:42:57",NA,FALSE,NA,NA,NA,NA,NA,NA,1913,41.23,"P",156.72,"E",84.6
"8952047679405281721-3919592556215360045-Web","8952047679405281721-3919592556215360045-Web-6-1773102334","E6BB0508","2026-05-08","2026-03-19 18:13:48",NA,FALSE,NA,NA,NA,NA,NA,NA,2305,44.48,"P",132.44,"B",68.68
"8267165483886882711-2619883503024496189-Web","8267165483886882711-2619883503024496189-Web-5-1779319554","E6BB0513","2026-05-13","2026-05-01 20:19:48",NA,FALSE,NA,NA,NA,NA,NA,NA,1336,29.96,"O",181.34,"D",78.23
"4803710973785625781-5567627083998399536-Web","4803710973785625781-5567627083998399536-Web-11-1779512230","E6BB0526","2026-05-26","2026-05-20 18:17:11",NA,FALSE,NA,NA,NA,NA,NA,NA,1556,35.66,"L",157.07,"E",88.89
"2656390515767510211-4692617689728629522-Web","2656390515767510211-4692617689728629522-Web-12-1770029340","E6BB0630","2026-06-30","2026-04-22 17:34:45",NA,FALSE,NA,NA,NA,NA,NA,NA,3617,14.92,"O",136.13,"B",55.75
"6766493779376464453-9377522306184737772-Web","6766493779376464453-9377522306184737772-Web-9-1772073185","E6BB0621","2026-06-21","2026-06-06 15:48:44","ATL:TM_38-59246/ATL-060626883",TRUE,"405","5","Club Terrace",2,50.74,101.48,1336,28.18,"J",93.37,"B",51.35
"3476343534596094780-6786039393906922660-Web","3476343534596094780-6786039393906922660-Web-1-1770704279","E6BB0531","2026-05-31","2026-04-10 14:08:54",NA,FALSE,NA,NA,NA,NA,NA,NA,3017,19.73,"N",121.03,"C",67.22
"5220477434546140227-5290754905850687495-Web","5220477434546140227-5290754905850687495-Web-1-1773601462","E6BB0703","2026-07-03","2026-06-01 22:34:50",NA,FALSE,NA,NA,NA,NA,NA,NA,1808,23.84,"K",113.32,"E",49.92
"8155237613413029608-9274956618022638744-Web","8155237613413029608-9274956618022638744-Web-4-1770711020","E6BB0612","2026-06-12","2026-04-11 18:52:06",NA,FALSE,NA,NA,NA,NA,NA,NA,2307,28.8,"J",102.33,"D",66.35
"8829580591923575392-7582102692213008260-Web","8829580591923575392-7582102692213008260-Web-12-1770002554","E6BB0517","2026-05-17","2026-05-01 13:15:04",NA,FALSE,NA,NA,NA,NA,NA,NA,1909,41.45,"N",129.23,"B",89.43
"4474902458908040084-9384209853296597096-Web","4474902458908040084-9384209853296597096-Web-14-1770708086","E6BB0510","2026-05-10","2026-04-28 21:51:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1286,45.38,"O",189.77,"C",72.41
"1126024374096043447-9529619174489988090-Web","1126024374096043447-9529619174489988090-Web-4-1774284034","E6BB0330","2026-03-30","2026-02-14 13:12:58",NA,FALSE,NA,NA,NA,NA,NA,NA,1837,40.99,"P",133.15,"E",102.2
"6191782584856385660-5517441815136408164-Web","6191782584856385660-5517441815136408164-Web-6-1771295143","E6BB0623","2026-06-23","2026-06-11 15:55:18",NA,FALSE,NA,NA,NA,NA,NA,NA,1042,22.77,"P",91.9,"A",59.92
"2739499712270164384-6103572547711073976-Web","2739499712270164384-6103572547711073976-Web-11-1770666128","E6BB0501","2026-05-01","2026-04-24 13:51:41",NA,FALSE,NA,NA,NA,NA,NA,NA,1451,44.45,"L",155.44,"D",72.22
"8124164269744501205-9155452056681612256-Web","8124164269744501205-9155452056681612256-Web-4-1777641854","E6BB0502","2026-05-02","2026-04-26 15:22:27",NA,FALSE,NA,NA,NA,NA,NA,NA,991,33.92,"K",126.79,"C",63.93
"3385940614313875608-6935191714406287248-Web","3385940614313875608-6935191714406287248-Web-7-1778427654","E6BB0401","2026-04-01","2026-03-25 10:46:06",NA,FALSE,NA,NA,NA,NA,NA,NA,1405,28.99,"K",87.31,"E",52.07
"9985322164298931283-1977334989195192532-Web","9985322164298931283-1977334989195192532-Web-2-1776102101","E6BB0403","2026-04-03","2026-03-09 15:38:13",NA,FALSE,NA,NA,NA,NA,NA,NA,2049,28.91,"P",151.71,"A",77.28
"4891269233694673958-2581307851829664341-Web","4891269233694673958-2581307851829664341-Web-8-1775431875","E6BB0403","2026-04-03","2025-12-28 18:43:25",NA,FALSE,NA,NA,NA,NA,NA,NA,2753,22.94,"K",143.48,"D",81.9
"6753344231091514623-4959054977785071379-Web","6753344231091514623-4959054977785071379-Web-5-1778594216","E6BB0621","2026-06-21","2026-06-09 15:44:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1689,19.48,"J",128.46,"B",56.98
"9022127459911950192-3891560609466845077-Web","9022127459911950192-3891560609466845077-Web-10-1779887744","E6BB0411","2026-04-11","2026-03-15 14:08:18",NA,FALSE,NA,NA,NA,NA,NA,NA,1436,42.57,"L",138.35,"C",97.27
"7717373559768390940-6579867099001363422-Web","7717373559768390940-6579867099001363422-Web-9-1778726765","E6BB0516","2026-05-16","2026-01-21 21:00:00",NA,FALSE,NA,NA,NA,NA,NA,NA,3096,12,"P",100.73,"A",35.56
"9538314820724232880-5349007267952084315-Web","9538314820724232880-5349007267952084315-Web-14-1772999638","E6BB0511","2026-05-11","2026-05-09 19:01:42","ATL:TM_38-25898/ATL-050926370",TRUE,"308","4","Lower Baseline",3,59.76,179.28,784,45.29,"J",183.21,"D",103.09
"7460209036416935348-4004167568501943782-Web","7460209036416935348-4004167568501943782-Web-1-1775102384","E6BB0705","2026-07-05","2026-06-29 20:33:02",NA,FALSE,NA,NA,NA,NA,NA,NA,1170,31.52,"K",156.72,"A",52
"3037842494503518307-6162672181102277011-Web","3037842494503518307-6162672181102277011-Web-1-1771062313","E6BB0628","2026-06-28","2026-05-08 17:19:20",NA,FALSE,NA,NA,NA,NA,NA,NA,2180,14.72,"P",126.25,"E",51.17
"2850142441197375280-7641434058600706454-Web","2850142441197375280-7641434058600706454-Web-14-1776151299","E6BB0525","2026-05-25","2026-05-14 16:32:43",NA,FALSE,NA,NA,NA,NA,NA,NA,1540,49.26,"J",126.38,"C",75.19
"3466133602216264628-2476179568155613021-Web","3466133602216264628-2476179568155613021-Web-4-1774438014","E6BB0514","2026-05-14","2026-04-30 16:10:23",NA,FALSE,NA,NA,NA,NA,NA,NA,1266,31,"J",132.87,"A",68.89
"6508574816812989868-5432050622467397071-Web","6508574816812989868-5432050622467397071-Web-3-1772504009","E6BB0606","2026-06-06","2026-05-26 16:11:51",NA,FALSE,NA,NA,NA,NA,NA,NA,1060,25.39,"P",119.89,"C",57.05
"3453334489569220363-7022339448609278758-Web","3453334489569220363-7022339448609278758-Web-15-1778160361","E6BB0510","2026-05-10","2026-04-14 17:57:49",NA,FALSE,NA,NA,NA,NA,NA,NA,2000,21.85,"L",185.68,"D",68.39
"2424209955017434855-8104219700323885801-Web","2424209955017434855-8104219700323885801-Web-1-1775718077","E6BB0605","2026-06-05","2026-05-13 14:15:11",NA,FALSE,NA,NA,NA,NA,NA,NA,528,37.7,"J",157.45,"D",100.11
"9560646247411465668-4452451841490165324-Web","9560646247411465668-4452451841490165324-Web-14-1776870837","E6BB0522","2026-05-22","2026-04-28 17:41:15",NA,FALSE,NA,NA,NA,NA,NA,NA,1428,25.2,"J",192.04,"E",74.76
"2165911984073291020-8142972405740837825-Web","2165911984073291020-8142972405740837825-Web-4-1778585962","E6BB0624","2026-06-24","2026-06-10 15:27:33",NA,FALSE,NA,NA,NA,NA,NA,NA,975,45.52,"M",171.06,"C",100.31
"8520371613507879514-0328362402192977066-Web","8520371613507879514-0328362402192977066-Web-13-1774390057","E6BB0411","2026-04-11","2026-03-02 11:49:00",NA,FALSE,NA,NA,NA,NA,NA,NA,2568,16.36,"P",122.36,"C",48.57
"2751599420979671971-4484481838378971652-Web","2751599420979671971-4484481838378971652-Web-3-1779679900","E6BB0414","2026-04-14","2026-03-21 17:30:03",NA,FALSE,NA,NA,NA,NA,NA,NA,2143,22.88,"K",117.42,"A",47.34
"1905241836827554127-1508765137819784135-Web","1905241836827554127-1508765137819784135-Web-5-1772345702","E6BB0402","2026-04-02","2026-03-17 16:22:54",NA,FALSE,NA,NA,NA,NA,NA,NA,644,34.78,"N",112.61,"D",75.69
"9289894147497119205-8380827164813875763-Web","9289894147497119205-8380827164813875763-Web-13-1779781730","E6BB0629","2026-06-29","2026-06-27 15:03:29",NA,FALSE,NA,NA,NA,NA,NA,NA,1307,12,"P",164.01,"B",71.22
"7131306419854767687-3237749615398514784-Web","7131306419854767687-3237749615398514784-Web-5-1778345920","E6BB0502","2026-05-02","2026-03-05 23:28:21",NA,FALSE,NA,NA,NA,NA,NA,NA,3344,27.04,"P",157.5,"D",58.4
"8051106789075951482-3841240430564496042-Web","8051106789075951482-3841240430564496042-Web-5-1774168727","E6BB0427","2026-04-27","2026-03-19 10:50:42",NA,FALSE,NA,NA,NA,NA,NA,NA,1934,40.09,"J",159.54,"D",84.86
"6738894874480147360-3012431216030479601-Web","6738894874480147360-3012431216030479601-Web-14-1774797321","E6BB0508","2026-05-08","2026-05-04 14:06:03",NA,FALSE,NA,NA,NA,NA,NA,NA,1181,26.85,"M",144.66,"B",85.13
"8383497174838439334-7826213122594067298-Web","8383497174838439334-7826213122594067298-Web-10-1772119585","E6BB0531","2026-05-31","2026-04-27 19:15:33",NA,FALSE,NA,NA,NA,NA,NA,NA,1200,33.81,"P",125.26,"A",76.8
"6161858286819482362-5329901657174369740-Web","6161858286819482362-5329901657174369740-Web-14-1773208611","E6BB0423","2026-04-23","2026-03-28 18:34:15",NA,FALSE,NA,NA,NA,NA,NA,NA,1970,40.19,"N",175.77,"A",91.36
"0843180767033640962-2785504544372885618-Web","0843180767033640962-2785504544372885618-Web-9-1770389169","E6BB0531","2026-05-31","2026-03-09 15:48:12",NA,FALSE,NA,NA,NA,NA,NA,NA,3546,15.31,"P",162.44,"A",68.03
"2644109642580189963-9071241165790440213-Web","2644109642580189963-9071241165790440213-Web-3-1773509268","E6BB0620","2026-06-20","2026-05-06 16:25:10",NA,FALSE,NA,NA,NA,NA,NA,NA,1995,27.94,"M",132.25,"C",78.29
"9022367702255331004-1336987525821140425-Web","9022367702255331004-1336987525821140425-Web-5-1777925903","E6BB0416","2026-04-16","2026-04-15 12:04:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1254,40.07,"O",183.49,"B",77.88
"7172794260077799130-8171516540758607573-Web","7172794260077799130-8171516540758607573-Web-14-1778494075","E6BB0419","2026-04-19","2026-04-08 10:21:12",NA,FALSE,NA,NA,NA,NA,NA,NA,752,45.23,"P",216.23,"D",101.76
"9140615926084605544-9444795314099440079-Web","9140615926084605544-9444795314099440079-Web-3-1773067241","E6BB0408","2026-04-08","2026-03-29 15:49:29",NA,FALSE,NA,NA,NA,NA,NA,NA,1557,26.18,"J",161.31,"D",66.76
"8453361348204586516-0827939385859767934-Web","8453361348204586516-0827939385859767934-Web-11-1776379892","E6BB0412","2026-04-12","2026-03-16 16:59:41",NA,FALSE,NA,NA,NA,NA,NA,NA,1427,30.27,"J",140.64,"B",93.32
"9468193095821189652-5043269198204785606-Web","9468193095821189652-5043269198204785606-Web-13-1772148240","E6BB0419","2026-04-19","2026-04-06 17:45:54","ATL:TM_38-76366/ATL-040626432",TRUE,"112","12","SunTrust Deck Infield",5,50.66,253.3,1944,31.34,"O",192.44,"A",78.53
"7283715191306667256-8872708242795135012-Web","7283715191306667256-8872708242795135012-Web-1-1779628490","E6BB0607","2026-06-07","2026-05-31 10:43:15",NA,FALSE,NA,NA,NA,NA,NA,NA,967,62.45,"N",163.3,"B",92.72
"7916683379962697604-5594327981201315183-Web","7916683379962697604-5594327981201315183-Web-8-1772997524","E6BB0707","2026-07-07","2026-07-01 14:55:23",NA,FALSE,NA,NA,NA,NA,NA,NA,1201,28.72,"K",118.89,"B",68.47
"7516302353358491422-0458288719269284824-Web","7516302353358491422-0458288719269284824-Web-5-1771082295","E6BB0529","2026-05-29","2026-05-26 12:46:07",NA,FALSE,NA,NA,NA,NA,NA,NA,883,37.52,"P",157.85,"A",59.14
"7340536575732656246-7043128232895126422-Web","7340536575732656246-7043128232895126422-Web-8-1775000524","E6BB0506","2026-05-06","2026-04-13 08:43:04",NA,FALSE,NA,NA,NA,NA,NA,NA,2050,25.26,"K",124.44,"C",66.09
"2569089842325172594-9164283657288329579-Web","2569089842325172594-9164283657288329579-Web-1-1777126075","E6BB0530","2026-05-30","2026-05-21 19:36:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1201,23.04,"L",112.76,"C",65.69
"1062896569929288011-4548636302918932533-Web","1062896569929288011-4548636302918932533-Web-2-1771976773","E6BB0526","2026-05-26","2026-05-13 20:15:01",NA,FALSE,NA,NA,NA,NA,NA,NA,2073,12,"O",107.99,"E",38.49
"6427511477454053561-5508255037681714745-Web","6427511477454053561-5508255037681714745-Web-6-1777871701","E6BB0530","2026-05-30","2026-03-21 14:46:35",NA,FALSE,NA,NA,NA,NA,NA,NA,1809,12,"M",121.8,"C",38.17
"2896917071183642645-4947651264485766540-Web","2896917071183642645-4947651264485766540-Web-13-1778614016","E6BB0522","2026-05-22","2026-03-20 22:18:45",NA,FALSE,NA,NA,NA,NA,NA,NA,3038,12,"O",81.31,"C",36.1
"1826367946440022992-5220866596094460001-Web","1826367946440022992-5220866596094460001-Web-7-1773947478","E6BB0609","2026-06-09","2026-05-29 18:16:25",NA,FALSE,NA,NA,NA,NA,NA,NA,1295,40.73,"P",188.15,"D",86.74
"5070435651624082119-9799511150190566227-Web","5070435651624082119-9799511150190566227-Web-1-1779996475","E6BB0420","2026-04-20","2026-04-16 12:56:54",NA,FALSE,NA,NA,NA,NA,NA,NA,1351,28.08,"J",116.75,"E",56.46
"7637004633499083688-4025780746810674337-Web","7637004633499083688-4025780746810674337-Web-13-1773482095","E6BB0705","2026-07-05","2026-06-05 11:29:18",NA,FALSE,NA,NA,NA,NA,NA,NA,2293,30.03,"J",145.17,"C",76.42
"2023218185143664217-2792450381362776937-Web","2023218185143664217-2792450381362776937-Web-5-1774861031","E6BB0606","2026-06-06","2026-05-13 22:05:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1956,45.18,"L",175.51,"B",73.99
"0350769565252090934-6046353787476900829-Web","0350769565252090934-6046353787476900829-Web-7-1775419802","E6BB0511","2026-05-11","2026-04-21 18:29:31",NA,FALSE,NA,NA,NA,NA,NA,NA,2044,24.81,"O",86.85,"B",54.87
"3026382458873579997-3444619329192996314-Web","3026382458873579997-3444619329192996314-Web-3-1773852134","E6BB0705","2026-07-05","2026-03-18 19:11:25",NA,FALSE,NA,NA,NA,NA,NA,NA,2596,12,"O",160.55,"D",59.24
"0880064683531353359-9951006383983469258-Web","0880064683531353359-9951006383983469258-Web-14-1774386511","E6BB0529","2026-05-29","2026-05-18 12:30:03",NA,FALSE,NA,NA,NA,NA,NA,NA,1829,33.21,"J",176.1,"A",66.86
"3248341676735820295-8823751296719487912-Web","3248341676735820295-8823751296719487912-Web-2-1773308726","E6BB0424","2026-04-24","2026-03-20 16:56:30",NA,FALSE,NA,NA,NA,NA,NA,NA,2441,14.32,"O",97.05,"C",35.26
"3800281333840371835-7466879548668479944-Web","3800281333840371835-7466879548668479944-Web-5-1777686846","E6BB0420","2026-04-20","2026-04-10 19:25:59",NA,FALSE,NA,NA,NA,NA,NA,NA,1076,58.09,"M",193.85,"A",106.87
"4814811441068891753-6164934419556506532-Web","4814811441068891753-6164934419556506532-Web-1-1775849046","E6BB0505","2026-05-05","2026-03-28 14:36:00",NA,FALSE,NA,NA,NA,NA,NA,NA,2405,37.86,"M",149.29,"D",75.53
"7933188615128616909-8334397321753365709-Web","7933188615128616909-8334397321753365709-Web-14-1771854707","E6BB0423","2026-04-23","2026-04-17 15:40:47",NA,FALSE,NA,NA,NA,NA,NA,NA,1270,19.72,"N",79.1,"A",43.64
"2271653048574532367-9913205417285722388-Web","2271653048574532367-9913205417285722388-Web-1-1776451281","E6BB0709","2026-07-09","2026-07-01 17:26:41",NA,FALSE,NA,NA,NA,NA,NA,NA,1028,41.38,"O",113.06,"D",77.48
"8895365644563756417-1961825093263997896-Web","8895365644563756417-1961825093263997896-Web-12-1776169514","E6BB0418","2026-04-18","2026-02-28 18:48:38",NA,FALSE,NA,NA,NA,NA,NA,NA,2625,28.52,"L",198.32,"A",92.49
"7408007628516419464-8208701597229727695-Web","7408007628516419464-8208701597229727695-Web-14-1776216021","E6BB0509","2026-05-09","2026-05-09 15:54:37",NA,FALSE,NA,NA,NA,NA,NA,NA,1085,33.7,"O",154.49,"E",60.66
"5206121031755898898-3849097896232163806-Web","5206121031755898898-3849097896232163806-Web-11-1770988108","E6BB0703","2026-07-03","2026-05-31 15:22:56",NA,FALSE,NA,NA,NA,NA,NA,NA,2218,35.47,"M",185.54,"B",90.1
"8197007151009476351-3862252350488201411-Web","8197007151009476351-3862252350488201411-Web-7-1775111178","E6BB0426","2026-04-26","2026-02-26 21:59:36",NA,FALSE,NA,NA,NA,NA,NA,NA,1497,36.26,"O",191.25,"C",101.21
"0217712026323085799-4417575149369342980-Web","0217712026323085799-4417575149369342980-Web-13-1771385713","E6BB0506","2026-05-06","2026-03-31 15:01:33",NA,FALSE,NA,NA,NA,NA,NA,NA,1467,36.28,"K",194.9,"B",95.94
"0872820200109877100-9215793744117635927-Web","0872820200109877100-9215793744117635927-Web-14-1778345891","E6BB0711","2026-07-11","2026-07-09 21:46:30",NA,FALSE,NA,NA,NA,NA,NA,NA,1156,49.08,"L",132.02,"A",85.14
"2481843518501739690-9546676502416785654-Web","2481843518501739690-9546676502416785654-Web-1-1778170418","E6BB0623","2026-06-23","2026-06-22 19:33:37",NA,FALSE,NA,NA,NA,NA,NA,NA,1381,15.12,"P",143.53,"B",52.78
"0991090269980433580-5779322021249629759-Web","0991090269980433580-5779322021249629759-Web-2-1777258239","E6BB0421","2026-04-21","2026-04-07 15:14:19",NA,FALSE,NA,NA,NA,NA,NA,NA,2010,30.28,"O",154.74,"A",52.34
"3659542950324462179-1479371620615399205-Web","3659542950324462179-1479371620615399205-Web-1-1776701410","E6BB0408","2026-04-08","2026-04-02 13:50:56",NA,FALSE,NA,NA,NA,NA,NA,NA,707,68.23,"K",192.06,"A",100.4
"7851894639148774770-5647768194505935216-Web","7851894639148774770-5647768194505935216-Web-12-1773082572","E6BB0509","2026-05-09","2026-02-10 23:21:00",NA,FALSE,NA,NA,NA,NA,NA,NA,3993,42.79,"J",163.06,"D",71.53
"3475240263992515866-6118905051934241523-Web","3475240263992515866-6118905051934241523-Web-7-1773840228","E6BB0704","2026-07-04","2026-04-20 18:33:01",NA,FALSE,NA,NA,NA,NA,NA,NA,3521,12,"N",154.55,"B",73.95
"1574720258560311936-3723443872866825399-Web","1574720258560311936-3723443872866825399-Web-4-1778719676","E6BB0511","2026-05-11","2026-04-25 17:20:53",NA,FALSE,NA,NA,NA,NA,NA,NA,2096,34.55,"M",142.51,"D",95.72
"3563749363141810600-4400318387135863415-Web","3563749363141810600-4400318387135863415-Web-9-1775734354","E6BB0702","2026-07-02","2026-06-21 08:07:42",NA,FALSE,NA,NA,NA,NA,NA,NA,1721,53.97,"O",137.26,"D",90.72
"0018690583269142644-4659353696829216152-Web","0018690583269142644-4659353696829216152-Web-2-1775950956","E6BB0401","2026-04-01","2026-01-22 17:24:54",NA,FALSE,NA,NA,NA,NA,NA,NA,3077,25.78,"P",152.38,"B",59.34
"5321813222518716547-6152323036434632016-Web","5321813222518716547-6152323036434632016-Web-1-1774186242","E6BB0523","2026-05-23","2026-05-10 17:19:09",NA,FALSE,NA,NA,NA,NA,NA,NA,962,43.84,"J",128.72,"A",84.4
"8792326442403271223-6373918539451279156-Web","8792326442403271223-6373918539451279156-Web-4-1775344509","E6BB0510","2026-05-10","2026-04-13 18:49:22",NA,FALSE,NA,NA,NA,NA,NA,NA,1662,18.52,"M",153.17,"B",59.94
"1069040848653193978-9409268608528168033-Web","1069040848653193978-9409268608528168033-Web-15-1774988647","E6BB0708","2026-07-08","2026-06-15 23:38:54",NA,FALSE,NA,NA,NA,NA,NA,NA,1389,35.31,"O",179.25,"C",74
"2134712320551373973-8962372928718116688-Web","2134712320551373973-8962372928718116688-Web-10-1771755042","E6BB0426","2026-04-26","2026-04-24 20:57:13",NA,FALSE,NA,NA,NA,NA,NA,NA,1181,43.5,"O",142.76,"E",89.79
"6739840139821589583-9629175579675395562-Web","6739840139821589583-9629175579675395562-Web-11-1770700811","E6BB0607","2026-06-07","2026-05-25 15:16:24",NA,FALSE,NA,NA,NA,NA,NA,NA,1734,44.7,"K",152.33,"B",72
"5931174190489460469-1524694486695538142-Web","5931174190489460469-1524694486695538142-Web-1-1774895446","E6BB0401","2026-04-01","2026-03-30 12:42:32",NA,FALSE,NA,NA,NA,NA,NA,NA,1921,39.92,"O",113.66,"D",83.58
"1351201499475531372-0161782725250791478-Web","1351201499475531372-0161782725250791478-Web-9-1779040711","E6BB0614","2026-06-14","2026-05-05 18:02:10",NA,FALSE,NA,NA,NA,NA,NA,NA,1506,25.89,"M",156.15,"A",47.47
"4267282166053942338-7011569365832682456-Web","4267282166053942338-7011569365832682456-Web-4-1775203781","E6BB0602","2026-06-02","2026-05-11 16:50:48",NA,FALSE,NA,NA,NA,NA,NA,NA,1671,27.55,"L",163.7,"A",83.83
"8007198158367030408-9118936528903512620-Web","8007198158367030408-9118936528903512620-Web-8-1778888362","E6BB0707","2026-07-07","2026-06-17 14:09:12",NA,FALSE,NA,NA,NA,NA,NA,NA,1204,34.35,"L",178.41,"D",85.7
"2120445493643823424-5222101605347592957-Web","2120445493643823424-5222101605347592957-Web-12-1772135694","E6BB0702","2026-07-02","2026-06-11 18:23:18",NA,FALSE,NA,NA,NA,NA,NA,NA,1981,32.82,"K",166.84,"C",61.82
"4275749962689217245-4716023801873890550-Web","4275749962689217245-4716023801873890550-Web-13-1773963571","E6BB0517","2026-05-17","2026-05-09 19:52:26",NA,FALSE,NA,NA,NA,NA,NA,NA,921,29.48,"P",127.7,"D",71.77
"0962662395812048787-5830306562122171173-Web","0962662395812048787-5830306562122171173-Web-7-1773413968","E6BB0517","2026-05-17","2026-04-24 16:04:13",NA,FALSE,NA,NA,NA,NA,NA,NA,1089,25.27,"O",159.74,"D",73.69
"9527010315097471829-3093582759396793026-Web","9527010315097471829-3093582759396793026-Web-11-1770487045","E6BB0526","2026-05-26","2026-05-19 18:07:30",NA,FALSE,NA,NA,NA,NA,NA,NA,862,29.73,"K",194.11,"A",89.81
"7743786685759744153-8837827048057480970-Web","7743786685759744153-8837827048057480970-Web-5-1778115257","E6BB0405","2026-04-05","2026-02-27 19:21:33","ATL:TM_38-48999/ATL-022726635",TRUE,"320","2","SunTrust Deck Outfield",2,58.89,117.78,1832,30.71,"M",169.81,"B",54.23
"2356284962310609915-4430367574242900034-Web","2356284962310609915-4430367574242900034-Web-5-1774093954","E6BB0422","2026-04-22","2025-12-23 21:42:36",NA,FALSE,NA,NA,NA,NA,NA,NA,5267,12.96,"K",129.3,"B",59.03
"2487949175291910878-1393153224727665291-Web","2487949175291910878-1393153224727665291-Web-14-1773478701","E6BB0420","2026-04-20","2026-04-13 17:55:51",NA,FALSE,NA,NA,NA,NA,NA,NA,1565,22.09,"K",175.28,"A",70.65
"7975790087508883794-4522127508792585531-Web","7975790087508883794-4522127508792585531-Web-1-1779425928","E6BB0327","2026-03-27","2026-03-16 13:09:16",NA,FALSE,NA,NA,NA,NA,NA,NA,1277,32.87,"M",177.06,"C",67.97
"6490452623731166325-0576180167740123348-Web","6490452623731166325-0576180167740123348-Web-7-1777757565","E6BB0517","2026-05-17","2026-03-31 14:52:36",NA,FALSE,NA,NA,NA,NA,NA,NA,2624,12,"K",127.1,"B",56.44
"5160315022943490982-0319700309962049971-Web","5160315022943490982-0319700309962049971-Web-7-1772766085","E6BB0330","2026-03-30","2026-03-29 17:38:46",NA,FALSE,NA,NA,NA,NA,NA,NA,1243,29.48,"J",187.1,"D",71.42
"2448442377160941195-2748399401015065946-Web","2448442377160941195-2748399401015065946-Web-11-1777400936","E6BB0426","2026-04-26","2026-03-13 20:59:57",NA,FALSE,NA,NA,NA,NA,NA,NA,1553,32.08,"O",189.82,"E",81.91
"6730830329057082453-4197759615571241400-Web","6730830329057082453-4197759615571241400-Web-1-1774703209","E6BB0615","2026-06-15","2026-06-07 14:40:31",NA,FALSE,NA,NA,NA,NA,NA,NA,1084,30.37,"L",197.22,"C",94.57
"2916318383815464308-7800071066168711559-Web","2916318383815464308-7800071066168711559-Web-6-1773689415","E6BB0520","2026-05-20","2026-05-07 19:07:42",NA,FALSE,NA,NA,NA,NA,NA,NA,1470,40.98,"P",209.39,"C",95.73
"6263074265353860185-9486505255013551677-Web","6263074265353860185-9486505255013551677-Web-2-1777170823","E6BB0503","2026-05-03","2026-04-24 23:53:39",NA,FALSE,NA,NA,NA,NA,NA,NA,1058,30.2,"P",142.9,"E",52.72
"1697503553690073608-3640899628101568559-Web","1697503553690073608-3640899628101568559-Web-4-1779089254","E6BB0425","2026-04-25","2026-03-13 12:28:41",NA,FALSE,NA,NA,NA,NA,NA,NA,2533,25.46,"O",117.31,"B",69.8
"7130225251021010506-4648747453101019609-Web","7130225251021010506-4648747453101019609-Web-1-1774423204","E6BB0427","2026-04-27","2026-04-23 18:44:42",NA,FALSE,NA,NA,NA,NA,NA,NA,1104,34.94,"M",207.09,"D",93.66
"1478817681950210995-3054142769888942812-Web","1478817681950210995-3054142769888942812-Web-2-1774962061","E6BB0710","2026-07-10","2026-06-09 14:28:01",NA,FALSE,NA,NA,NA,NA,NA,NA,1966,35.38,"N",134.54,"A",88.73
"4862456823050928391-2286758523070117925-Web","4862456823050928391-2286758523070117925-Web-11-1775679465","E6BB0531","2026-05-31","2026-03-19 13:56:57",NA,FALSE,NA,NA,NA,NA,NA,NA,3413,12,"P",150.16,"C",76.23
"6310650379061867805-7237719510532968022-Web","6310650379061867805-7237719510532968022-Web-13-1772719352","E6BB0513","2026-05-13","2026-04-29 17:51:30",NA,FALSE,NA,NA,NA,NA,NA,NA,660,34.92,"J",116.67,"A",59.27
"9497626895770803406-5018733640369491137-Web","9497626895770803406-5018733640369491137-Web-1-1776976691","E6BB0516","2026-05-16","2026-04-20 15:08:28",NA,FALSE,NA,NA,NA,NA,NA,NA,1648,46.78,"N",177.45,"A",66.97
"9698061604251869172-1593662594330885494-Web","9698061604251869172-1593662594330885494-Web-4-1770182448","E6BB0330","2026-03-30","2026-02-15 10:52:20",NA,FALSE,NA,NA,NA,NA,NA,NA,1980,21.23,"M",178.8,"A",62.68
"2206280545484470637-6138450937909199272-Web","2206280545484470637-6138450937909199272-Web-10-1779314689","E6BB0423","2026-04-23","2026-04-21 12:22:19",NA,FALSE,NA,NA,NA,NA,NA,NA,281,37.84,"M",141.2,"D",61.37
"7831108497656421483-1931651750127016510-Web","7831108497656421483-1931651750127016510-Web-8-1778571706","E6BB0508","2026-05-08","2026-04-23 14:33:41",NA,FALSE,NA,NA,NA,NA,NA,NA,2043,58.22,"K",152.21,"A",93.91
"8715109896072792903-6059737568478480728-Web","8715109896072792903-6059737568478480728-Web-3-1772720041","E6BB0506","2026-05-06","2026-05-01 16:54:25",NA,FALSE,NA,NA,NA,NA,NA,NA,1070,29.77,"K",138.08,"E",73.41
