"data_category","action","action_name","column_name","event_name","price_code","old_value","new_value","upd_user","upd_datetime"
"Price Code","U","Update","price","E6BB0410","N","36.67","31.67","BRA503","2026-02-12 02:01:28.109"
"Price Code","I","Insert",NA,"E6BB0410","O",NA,"20.87|20.87||I|Standard Pricing|10.87|0.00|0.00|10.00|0.00","BRA506","2025-11-08 01:48:30.601"
"Price Code","U","Update","price","E6BB0410","O","20.87","10","BRA502","2026-01-17 04:43:56.845"
"Price Code","U","Update","price","E6BB0410","O","10","10","BRA503","2026-01-18 09:44:17.722"
"Price Code","U","Update","price","E6BB0410","O","10","35","BRA500","2026-02-03 03:49:19.203"
"Price Code","U","Update","price","E6BB0410","O","35","50","BRA507","2026-02-07 21:27:28.193"
"Price Code","U","Update","price","E6BB0410","O","50","55","BRA507","2026-03-02 21:21:25.504"
"Price Code","I","Insert",NA,"E6BB0410","P",NA,"20.3|20.3||I|Standard Pricing|10.3|0.00|0.00|10.00|0.00","BRA500","2025-12-02 02:26:14.447"
"Price Code","U","Update","price","E6BB0410","P","20.3","40.3","BRA509","2026-01-20 05:59:08.249"
"Price Code","U","Update","price","E6BB0410","P","40.3","30.3","BRA503","2026-02-27 03:44:50.426"
"Price Code","U","Update","price","E6BB0410","P","30.3","35.3","BRA505","2026-03-17 10:52:19.452"
"Price Code","U","Update","price","E6BB0410","P","35.3","20.3","BRA507","2026-03-23 04:04:34.738"
"Price Code","U","Update","price","E6BB0410","P","20.3","15.3","BRA503","2026-03-30 05:37:18.922"
"Price Code","I","Insert",NA,"E6BB0411","A",NA,"225.65|225.65||I|Standard Pricing|215.65|0.00|0.00|10.00|0.00","BRA503","2025-11-16 22:23:20.836"
"Price Code","U","Update","price","E6BB0411","A","225.65","210.65","BRA504","2026-01-26 00:56:21.147"
"Price Code","U","Update","price","E6BB0411","A","210.65","205.65","BRA505","2026-02-02 00:02:50.155"
"Price Code","U","Update","price","E6BB0411","A","205.65","190.65","BRA503","2026-02-23 20:27:44.890"
"Price Code","U","Update","price","E6BB0411","A","190.65","195.65","BRA503","2026-02-24 19:39:46.935"
"Price Code","I","Insert",NA,"E6BB0411","B",NA,"239.87|239.87||I|Standard Pricing|229.87|0.00|0.00|10.00|0.00","BRA502","2025-11-23 05:41:04.089"
"Price Code","U","Update","price","E6BB0411","B","239.87","224.87","BRA510","2026-02-10 20:00:46.257"
"Price Code","U","Update","price","E6BB0411","B","224.87","214.87","BRA503","2026-02-12 12:54:07.045"
"Price Code","U","Update","price","E6BB0411","B","214.87","234.87","BRA508","2026-02-12 15:24:27.140"
"Price Code","U","Update","price","E6BB0411","B","234.87","259.87","BRA500","2026-03-10 05:12:57.204"
"Price Code","U","Update","price","E6BB0411","B","259.87","269.87","BRA502","2026-04-10 00:32:20.938"
"Price Code","I","Insert",NA,"E6BB0411","C",NA,"208.57|208.57||I|Standard Pricing|198.57|0.00|0.00|10.00|0.00","BRA503","2025-11-04 11:27:18.570"
"Price Code","U","Update","price","E6BB0411","C","208.57","233.57","BRA508","2026-01-24 21:05:58.723"
"Price Code","U","Update","price","E6BB0411","C","233.57","228.57","BRA503","2026-02-18 05:26:32.216"
"Price Code","U","Update","price","E6BB0411","C","228.57","218.57","BRA508","2026-03-02 04:45:41.008"
"Price Code","I","Insert",NA,"E6BB0411","D",NA,"180.22|180.22||I|Standard Pricing|170.22|0.00|0.00|10.00|0.00","BRA508","2025-12-02 01:28:04.637"
"Price Code","U","Update","price","E6BB0411","D","180.22","210.22","BRA500","2026-01-19 04:32:11.135"
"Price Code","U","Update","price","E6BB0411","D","210.22","230.22","BRA505","2026-01-28 03:00:08.696"
"Price Code","U","Update","price","E6BB0411","D","230.22","240.22","BRA500","2026-03-04 00:35:20.620"
"Price Code","I","Insert",NA,"E6BB0411","E",NA,"156.31|156.31||I|Standard Pricing|146.31|0.00|0.00|10.00|0.00","BRA505","2025-11-18 09:05:04.657"
"Price Code","U","Update","price","E6BB0411","E","156.31","151.31","BRA506","2026-02-19 02:44:26.905"
"Price Code","U","Update","price","E6BB0411","E","151.31","171.31","BRA502","2026-03-09 22:28:10.210"
"Price Code","I","Insert",NA,"E6BB0411","F",NA,"142.78|142.78||I|Standard Pricing|132.78|0.00|0.00|10.00|0.00","BRA507","2025-11-03 15:30:50.201"
"Price Code","U","Update","price","E6BB0411","F","142.78","132.78","BRA503","2026-02-19 07:59:09.919"
"Price Code","U","Update","price","E6BB0411","F","132.78","127.78","BRA501","2026-04-07 06:10:31.302"
"Price Code","I","Insert",NA,"E6BB0411","G",NA,"100.66|100.66||I|Standard Pricing|90.66|0.00|0.00|10.00|0.00","BRA506","2025-11-06 22:02:53.181"
"Price Code","U","Update","price","E6BB0411","G","100.66","115.66","BRA502","2026-02-14 08:51:34.372"
"Price Code","U","Update","price","E6BB0411","G","115.66","125.66","BRA503","2026-03-08 00:14:38.773"
"Price Code","U","Update","price","E6BB0411","G","125.66","115.66","BRA507","2026-04-06 15:34:55.603"
"Price Code","U","Update","price","E6BB0411","G","115.66","135.66","BRA503","2026-04-09 23:58:27.996"
"Price Code","I","Insert",NA,"E6BB0411","H",NA,"83.87|83.87||I|Standard Pricing|73.87|0.00|0.00|10.00|0.00","BRA503","2025-12-01 04:36:13.835"
"Price Code","U","Update","price","E6BB0411","H","83.87","113.87","BRA509","2026-02-02 22:36:50.030"
"Price Code","U","Update","price","E6BB0411","H","113.87","123.87","BRA506","2026-02-08 03:45:04.234"
"Price Code","I","Insert",NA,"E6BB0411","I",NA,"64.64|64.64||I|Standard Pricing|54.64|0.00|0.00|10.00|0.00","BRA503","2025-12-03 23:15:06.045"
"Price Code","U","Update","price","E6BB0411","I","64.64","54.64","BRA505","2026-02-25 03:30:32.634"
"Price Code","U","Update","price","E6BB0411","I","54.64","64.64","BRA504","2026-03-17 06:30:09.172"
"Price Code","I","Insert",NA,"E6BB0411","J",NA,"73.97|73.97||I|Standard Pricing|63.97|0.00|0.00|10.00|0.00","BRA503","2025-12-05 03:43:37.591"
"Price Code","U","Update","price","E6BB0411","J","73.97","93.97","BRA502","2026-03-04 17:51:48.066"
"Price Code","U","Update","price","E6BB0411","J","93.97","78.97","BRA503","2026-03-16 14:57:49.027"
"Price Code","U","Update","price","E6BB0411","J","78.97","108.97","BRA509","2026-03-27 12:56:43.825"
"Price Code","U","Update","price","E6BB0411","J","108.97","93.97","BRA510","2026-04-01 09:49:49.343"
"Price Code","I","Insert",NA,"E6BB0411","K",NA,"60.74|60.74||I|Standard Pricing|50.74|0.00|0.00|10.00|0.00","BRA509","2025-11-28 11:40:41.854"
"Price Code","U","Update","price","E6BB0411","K","60.74","65.74","BRA502","2026-02-16 05:57:53.619"
"Price Code","U","Update","price","E6BB0411","K","65.74","80.74","BRA502","2026-03-05 06:52:45.556"
"Price Code","U","Update","price","E6BB0411","K","80.74","95.74","BRA501","2026-03-07 03:22:26.374"
"Price Code","U","Update","price","E6BB0411","K","95.74","125.74","BRA503","2026-03-22 10:17:42.638"
"Price Code","I","Insert",NA,"E6BB0411","L",NA,"39.19|39.19||I|Standard Pricing|29.19|0.00|0.00|10.00|0.00","BRA510","2025-12-07 21:23:12.560"
"Price Code","U","Update","price","E6BB0411","L","39.19","34.19","BRA501","2026-03-14 14:07:24.509"
"Price Code","U","Update","price","E6BB0411","L","34.19","24.19","BRA505","2026-03-24 15:42:24.171"
"Price Code","D","Delete",NA,"E6BB0411","E",NA,NA,"BRA505","2026-04-01 14:00:00.000"
"Price Code","I","Insert",NA,"E6BB0412","A",NA,"278.29|278.29||I|Standard Pricing|268.29|0.00|0.00|10.00|0.00","BRA504","2025-11-23 11:38:06.555"
"Price Code","U","Update","price","E6BB0412","A","278.29","308.29","BRA502","2026-01-15 23:01:19.800"
"Price Code","U","Update","price","E6BB0412","A","308.29","313.29","BRA501","2026-01-27 04:22:15.033"
"Price Code","U","Update","price","E6BB0412","A","313.29","338.29","BRA501","2026-02-05 12:17:39.719"
"Price Code","U","Update","price","E6BB0412","A","338.29","358.29","BRA506","2026-03-06 16:34:11.793"
"Price Code","U","Update","price","E6BB0412","A","358.29","378.29","BRA508","2026-03-25 14:21:17.461"
"Price Code","I","Insert",NA,"E6BB0412","B",NA,"187.53|187.53||I|Standard Pricing|177.53|0.00|0.00|10.00|0.00","BRA502","2025-12-03 22:36:51.485"
"Price Code","U","Update","price","E6BB0412","B","187.53","202.53","BRA505","2026-01-27 00:41:58.940"
"Price Code","U","Update","price","E6BB0412","B","202.53","207.53","BRA503","2026-03-02 04:27:03.129"
"Price Code","I","Insert",NA,"E6BB0412","C",NA,"211.82|211.82||I|Standard Pricing|201.82|0.00|0.00|10.00|0.00","BRA509","2025-11-12 02:08:10.013"
"Price Code","U","Update","price","E6BB0412","C","211.82","196.82","BRA501","2026-02-03 16:39:28.595"
"Price Code","U","Update","price","E6BB0412","C","196.82","206.82","BRA505","2026-03-07 13:08:43.602"
"Price Code","U","Update","price","E6BB0412","C","206.82","236.82","BRA505","2026-03-16 23:51:19.419"
"Price Code","I","Insert",NA,"E6BB0412","D",NA,"152.35|152.35||I|Standard Pricing|142.35|0.00|0.00|10.00|0.00","BRA509","2025-11-26 09:20:42.125"
"Price Code","U","Update","price","E6BB0412","D","152.35","142.35","BRA501","2026-01-27 22:39:32.284"
"Price Code","U","Update","price","E6BB0412","D","142.35","137.35","BRA508","2026-01-28 10:49:34.993"
"Price Code","U","Update","price","E6BB0412","D","137.35","167.35","BRA505","2026-01-29 20:16:35.128"
"Price Code","U","Update","price","E6BB0412","D","167.35","152.35","BRA503","2026-03-25 23:51:51.154"
"Price Code","I","Insert",NA,"E6BB0412","E",NA,"138.9|138.9||I|Standard Pricing|128.9|0.00|0.00|10.00|0.00","BRA500","2025-11-15 05:13:52.695"
"Price Code","U","Update","price","E6BB0412","E","138.9","133.9","BRA503","2026-01-30 06:51:45.578"
"Price Code","U","Update","price","E6BB0412","E","133.9","153.9","BRA506","2026-02-17 12:27:51.825"
"Price Code","U","Update","price","E6BB0412","E","153.9","178.9","BRA509","2026-03-18 03:07:28.483"
"Price Code","U","Update","price","E6BB0412","E","178.9","163.9","BRA509","2026-03-25 20:30:09.526"
"Price Code","U","Update","price","E6BB0412","E","163.9","153.9","BRA504","2026-04-02 13:56:47.946"
"Price Code","I","Insert",NA,"E6BB0412","F",NA,"128.12|128.12||I|Standard Pricing|118.12|0.00|0.00|10.00|0.00","BRA509","2025-11-23 12:29:13.230"
"Price Code","U","Update","price","E6BB0412","F","128.12","138.12","BRA500","2026-02-01 20:06:34.242"
"Price Code","U","Update","price","E6BB0412","F","138.12","128.12","BRA505","2026-02-04 12:15:27.014"
"Price Code","U","Update","price","E6BB0412","F","128.12","153.12","BRA502","2026-03-13 03:25:53.030"
"Price Code","U","Update","price","E6BB0412","F","153.12","173.12","BRA504","2026-03-31 02:24:46.940"
"Price Code","I","Insert",NA,"E6BB0412","G",NA,"98.08|98.08||I|Standard Pricing|88.08|0.00|0.00|10.00|0.00","BRA500","2025-11-09 21:46:56.548"
"Price Code","U","Update","price","E6BB0412","G","98.08","123.08","BRA500","2026-01-30 14:36:22.693"
"Price Code","U","Update","price","E6BB0412","G","123.08","118.08","BRA509","2026-02-23 18:18:34.909"
"Price Code","I","Insert",NA,"E6BB0412","H",NA,"90.14|90.14||I|Standard Pricing|80.14|0.00|0.00|10.00|0.00","BRA501","2025-12-12 10:37:55.802"
"Price Code","U","Update","price","E6BB0412","H","90.14","100.14","BRA505","2026-01-28 16:38:57.111"
"Price Code","U","Update","price","E6BB0412","H","100.14","125.14","BRA509","2026-02-17 01:09:55.678"
"Price Code","U","Update","price","E6BB0412","H","125.14","120.14","BRA506","2026-02-22 09:11:19.338"
"Price Code","U","Update","price","E6BB0412","H","120.14","125.14","BRA501","2026-03-14 04:55:12.041"
"Price Code","I","Insert",NA,"E6BB0412","I",NA,"75.05|75.05||I|Standard Pricing|65.05|0.00|0.00|10.00|0.00","BRA500","2025-11-25 22:13:31.169"
"Price Code","U","Update","price","E6BB0412","I","75.05","105.05","BRA500","2026-01-17 12:30:16.056"
"Price Code","U","Update","price","E6BB0412","I","105.05","100.05","BRA504","2026-02-03 11:37:01.663"
"Price Code","U","Update","price","E6BB0412","I","100.05","90.05","BRA505","2026-02-06 18:21:19.583"
"Price Code","U","Update","price","E6BB0412","I","90.05","105.05","BRA502","2026-04-11 16:03:30.702"
"Price Code","I","Insert",NA,"E6BB0412","J",NA,"56.01|56.01||I|Standard Pricing|46.01|0.00|0.00|10.00|0.00","BRA501","2025-11-12 04:07:44.045"
"Price Code","U","Update","price","E6BB0412","J","56.01","86.01","BRA500","2026-01-22 09:25:27.692"
"Price Code","U","Update","price","E6BB0412","J","86.01","91.01","BRA509","2026-03-02 01:36:04.796"
"Price Code","U","Update","price","E6BB0412","J","91.01","86.01","BRA509","2026-03-02 07:50:40.859"
"Price Code","U","Update","price","E6BB0412","J","86.01","71.01","BRA506","2026-03-17 06:07:36.510"
"Price Code","I","Insert",NA,"E6BB0412","K",NA,"50.19|50.19||I|Standard Pricing|40.19|0.00|0.00|10.00|0.00","BRA505","2025-11-09 23:26:11.006"
"Price Code","U","Update","price","E6BB0412","K","50.19","75.19","BRA503","2026-02-12 01:09:19.313"
"Price Code","U","Update","price","E6BB0412","K","75.19","100.19","BRA510","2026-04-07 05:36:54.626"
"Price Code","I","Insert",NA,"E6BB0412","L",NA,"50.99|50.99||I|Standard Pricing|40.99|0.00|0.00|10.00|0.00","BRA506","2025-11-04 01:23:15.907"
"Price Code","U","Update","price","E6BB0412","L","50.99","35.99","BRA501","2026-02-07 04:00:25.707"
"Price Code","U","Update","price","E6BB0412","L","35.99","55.99","BRA502","2026-03-02 03:27:46.657"
"Price Code","U","Update","price","E6BB0412","L","55.99","75.99","BRA500","2026-04-03 18:56:11.850"
"Price Code","I","Insert",NA,"E6BB0412","M",NA,"38.07|38.07||I|Standard Pricing|28.07|0.00|0.00|10.00|0.00","BRA510","2025-11-17 16:55:28.890"
"Price Code","U","Update","price","E6BB0412","M","38.07","33.07","BRA507","2026-02-12 14:59:06.616"
"Price Code","U","Update","price","E6BB0412","M","33.07","28.07","BRA508","2026-03-13 10:03:00.176"
"Price Code","D","Delete",NA,"E6BB0412","L",NA,NA,"BRA504","2026-03-22 14:00:00.000"
"Price Code","I","Insert",NA,"E6BB0413","A",NA,"218.81|218.81||I|Standard Pricing|208.81|0.00|0.00|10.00|0.00","BRA505","2025-11-14 02:45:13.559"
"Price Code","U","Update","price","E6BB0413","A","218.81","208.81","BRA507","2026-02-02 16:24:25.511"
"Price Code","U","Update","price","E6BB0413","A","208.81","218.81","BRA509","2026-03-23 06:21:29.256"
"Price Code","I","Insert",NA,"E6BB0413","B",NA,"228.3|228.3||I|Standard Pricing|218.3|0.00|0.00|10.00|0.00","BRA507","2025-12-05 13:09:03.206"
"Price Code","U","Update","price","E6BB0413","B","228.3","233.3","BRA507","2026-01-27 10:17:13.029"
"Price Code","U","Update","price","E6BB0413","B","233.3","218.3","BRA506","2026-02-28 08:05:45.533"
"Price Code","U","Update","price","E6BB0413","B","218.3","243.3","BRA502","2026-03-14 21:34:25.430"
"Price Code","U","Update","price","E6BB0413","B","243.3","248.3","BRA504","2026-03-26 15:50:03.751"
"Price Code","U","Update","price","E6BB0413","B","248.3","238.3","BRA502","2026-04-11 18:50:02.690"
"Price Code","I","Insert",NA,"E6BB0413","C",NA,"171.12|171.12||I|Standard Pricing|161.12|0.00|0.00|10.00|0.00","BRA500","2025-11-21 13:14:45.713"
"Price Code","U","Update","price","E6BB0413","C","171.12","201.12","BRA506","2026-01-18 11:28:54.837"
"Price Code","U","Update","price","E6BB0413","C","201.12","231.12","BRA500","2026-04-07 02:22:38.949"
"Price Code","I","Insert",NA,"E6BB0413","D",NA,"193.79|193.79||I|Standard Pricing|183.79|0.00|0.00|10.00|0.00","BRA500","2025-11-04 16:18:26.020"
"Price Code","U","Update","price","E6BB0413","D","193.79","218.79","BRA505","2026-01-15 11:21:26.430"
"Price Code","U","Update","price","E6BB0413","D","218.79","213.79","BRA506","2026-02-17 12:38:20.721"
"Price Code","U","Update","price","E6BB0413","D","213.79","223.79","BRA500","2026-03-22 01:55:09.393"
"Price Code","I","Insert",NA,"E6BB0413","E",NA,"152|152||I|Standard Pricing|142|0.00|0.00|10.00|0.00","BRA503","2025-12-07 02:28:39.814"
"Price Code","U","Update","price","E6BB0413","E","152","162","BRA508","2026-02-05 17:46:46.346"
"Price Code","U","Update","price","E6BB0413","E","162","147","BRA504","2026-02-14 17:42:02.060"
"Price Code","U","Update","price","E6BB0413","E","147","152","BRA510","2026-02-28 02:17:51.832"
"Price Code","U","Update","price","E6BB0413","E","152","157","BRA502","2026-03-16 02:51:01.542"
"Price Code","I","Insert",NA,"E6BB0413","F",NA,"116.88|116.88||I|Standard Pricing|106.88|0.00|0.00|10.00|0.00","BRA502","2025-11-04 23:16:24.643"
"Price Code","U","Update","price","E6BB0413","F","116.88","121.88","BRA507","2026-02-20 22:17:19.060"
"Price Code","U","Update","price","E6BB0413","F","121.88","116.88","BRA503","2026-03-24 19:47:33.513"
"Price Code","I","Insert",NA,"E6BB0413","G",NA,"102.93|102.93||I|Standard Pricing|92.93|0.00|0.00|10.00|0.00","BRA504","2025-12-10 19:57:00.778"
"Price Code","U","Update","price","E6BB0413","G","102.93","92.93","BRA501","2026-02-11 18:47:58.064"
"Price Code","U","Update","price","E6BB0413","G","92.93","107.93","BRA502","2026-02-26 21:38:42.212"
"Price Code","U","Update","price","E6BB0413","G","107.93","92.93","BRA507","2026-03-21 13:12:15.582"
"Price Code","I","Insert",NA,"E6BB0413","H",NA,"100.56|100.56||I|Standard Pricing|90.56|0.00|0.00|10.00|0.00","BRA510","2025-11-10 15:02:13.541"
"Price Code","U","Update","price","E6BB0413","H","100.56","90.56","BRA507","2026-01-22 03:08:45.415"
"Price Code","U","Update","price","E6BB0413","H","90.56","120.56","BRA505","2026-01-27 04:08:58.594"
"Price Code","U","Update","price","E6BB0413","H","120.56","145.56","BRA507","2026-02-24 14:42:16.414"
"Price Code","I","Insert",NA,"E6BB0413","I",NA,"70.79|70.79||I|Standard Pricing|60.79|0.00|0.00|10.00|0.00","BRA501","2025-11-16 19:39:32.876"
"Price Code","U","Update","price","E6BB0413","I","70.79","60.79","BRA500","2026-01-24 02:43:12.114"
"Price Code","U","Update","price","E6BB0413","I","60.79","65.79","BRA509","2026-03-30 05:55:17.265"
"Price Code","I","Insert",NA,"E6BB0413","J",NA,"71.05|71.05||I|Standard Pricing|61.05|0.00|0.00|10.00|0.00","BRA504","2025-11-07 05:28:18.791"
"Price Code","U","Update","price","E6BB0413","J","71.05","101.05","BRA503","2026-01-15 18:07:04.124"
"Price Code","U","Update","price","E6BB0413","J","101.05","111.05","BRA509","2026-01-27 09:42:16.788"
"Price Code","U","Update","price","E6BB0413","J","111.05","131.05","BRA500","2026-02-14 18:35:36.537"
"Price Code","U","Update","price","E6BB0413","J","131.05","121.05","BRA508","2026-02-15 20:22:42.099"
"Price Code","U","Update","price","E6BB0413","J","121.05","116.05","BRA502","2026-03-02 16:51:29.154"
"Price Code","I","Insert",NA,"E6BB0413","K",NA,"53.8|53.8||I|Standard Pricing|43.8|0.00|0.00|10.00|0.00","BRA501","2025-12-12 02:58:35.074"
"Price Code","U","Update","price","E6BB0413","K","53.8","73.8","BRA503","2026-02-13 14:37:44.289"
"Price Code","U","Update","price","E6BB0413","K","73.8","63.8","BRA506","2026-02-22 23:13:07.149"
"Price Code","U","Update","price","E6BB0413","K","63.8","73.8","BRA508","2026-03-08 07:32:47.101"
"Price Code","U","Update","price","E6BB0413","K","73.8","78.8","BRA505","2026-03-14 08:25:38.042"
"Price Code","U","Update","price","E6BB0413","K","78.8","68.8","BRA508","2026-03-20 12:44:06.094"
"Price Code","I","Insert",NA,"E6BB0413","L",NA,"41.34|41.34||I|Standard Pricing|31.34|0.00|0.00|10.00|0.00","BRA502","2025-11-24 21:26:42.760"
"Price Code","U","Update","price","E6BB0413","L","41.34","51.34","BRA502","2026-01-29 02:28:11.177"
"Price Code","U","Update","price","E6BB0413","L","51.34","56.34","BRA509","2026-02-09 18:13:16.046"
"Price Code","U","Update","price","E6BB0413","L","56.34","76.34","BRA506","2026-02-23 01:24:45.916"
"Price Code","U","Update","price","E6BB0413","L","76.34","81.34","BRA500","2026-03-24 04:19:11.821"
"Price Code","I","Insert",NA,"E6BB0413","M",NA,"37.24|37.24||I|Standard Pricing|27.24|0.00|0.00|10.00|0.00","BRA500","2025-11-28 21:35:58.400"
"Price Code","U","Update","price","E6BB0413","M","37.24","22.24","BRA509","2026-02-13 10:31:09.994"
"Price Code","U","Update","price","E6BB0413","M","22.24","42.24","BRA505","2026-02-22 07:53:02.881"
"Price Code","U","Update","price","E6BB0413","M","42.24","47.24","BRA510","2026-03-09 07:41:02.010"
"Price Code","U","Update","price","E6BB0413","M","47.24","32.24","BRA503","2026-03-30 13:37:00.301"
"Price Code","I","Insert",NA,"E6BB0413","N",NA,"31.42|31.42||I|Standard Pricing|21.42|0.00|0.00|10.00|0.00","BRA507","2025-11-03 23:44:59.950"
"Price Code","U","Update","price","E6BB0413","N","31.42","26.42","BRA503","2026-01-19 17:41:08.491"
"Price Code","U","Update","price","E6BB0413","N","26.42","21.42","BRA505","2026-02-18 05:39:28.974"
"Price Code","U","Update","price","E6BB0413","N","21.42","31.42","BRA501","2026-02-27 01:44:25.978"
"Price Code","U","Update","price","E6BB0413","N","31.42","21.42","BRA500","2026-03-23 14:00:00.380"
"Price Code","I","Insert",NA,"E6BB0414","A",NA,"220.92|220.92||I|Standard Pricing|210.92|0.00|0.00|10.00|0.00","BRA501","2025-12-15 23:47:37.589"
"Price Code","U","Update","price","E6BB0414","A","220.92","240.92","BRA510","2026-02-14 15:54:22.530"
"Price Code","U","Update","price","E6BB0414","A","240.92","245.92","BRA505","2026-03-04 11:54:49.252"
"Price Code","I","Insert",NA,"E6BB0414","B",NA,"246.65|246.65||I|Standard Pricing|236.65|0.00|0.00|10.00|0.00","BRA503","2025-12-05 19:07:24.228"
"Price Code","U","Update","price","E6BB0414","B","246.65","261.65","BRA505","2026-01-22 09:21:32.529"
"Price Code","U","Update","price","E6BB0414","B","261.65","246.65","BRA501","2026-04-08 23:37:15.223"
"Price Code","I","Insert",NA,"E6BB0414","C",NA,"202.23|202.23||I|Standard Pricing|192.23|0.00|0.00|10.00|0.00","BRA510","2025-11-02 01:28:20.489"
"Price Code","U","Update","price","E6BB0414","C","202.23","232.23","BRA505","2026-01-23 03:23:20.841"
"Price Code","U","Update","price","E6BB0414","C","232.23","262.23","BRA502","2026-03-06 04:11:17.750"
"Price Code","I","Insert",NA,"E6BB0414","D",NA,"172.83|172.83||I|Standard Pricing|162.83|0.00|0.00|10.00|0.00","BRA506","2025-12-06 19:29:56.175"
"Price Code","U","Update","price","E6BB0414","D","172.83","167.83","BRA509","2026-02-01 14:16:20.148"
"Price Code","U","Update","price","E6BB0414","D","167.83","197.83","BRA510","2026-02-22 10:58:48.749"
"Price Code","U","Update","price","E6BB0414","D","197.83","217.83","BRA505","2026-02-25 02:43:44.240"
"Price Code","I","Insert",NA,"E6BB0414","E",NA,"150.99|150.99||I|Standard Pricing|140.99|0.00|0.00|10.00|0.00","BRA508","2025-11-25 16:04:52.357"
"Price Code","U","Update","price","E6BB0414","E","150.99","155.99","BRA502","2026-02-17 12:58:34.829"
"Price Code","U","Update","price","E6BB0414","E","155.99","175.99","BRA501","2026-04-12 18:55:17.301"
"Price Code","I","Insert",NA,"E6BB0414","F",NA,"142|142||I|Standard Pricing|132|0.00|0.00|10.00|0.00","BRA504","2025-12-03 08:22:54.756"
"Price Code","U","Update","price","E6BB0414","F","142","127","BRA508","2026-02-15 01:19:19.572"
"Price Code","U","Update","price","E6BB0414","F","127","142","BRA509","2026-03-16 08:07:10.945"
"Price Code","U","Update","price","E6BB0414","F","142","137","BRA506","2026-03-21 19:37:18.501"
"Price Code","I","Insert",NA,"E6BB0414","G",NA,"118.17|118.17||I|Standard Pricing|108.17|0.00|0.00|10.00|0.00","BRA503","2025-12-01 00:35:17.887"
"Price Code","U","Update","price","E6BB0414","G","118.17","103.17","BRA509","2026-02-01 19:03:17.155"
"Price Code","U","Update","price","E6BB0414","G","103.17","113.17","BRA504","2026-02-06 17:02:13.632"
"Price Code","U","Update","price","E6BB0414","G","113.17","133.17","BRA501","2026-02-16 14:04:52.687"
"Price Code","U","Update","price","E6BB0414","G","133.17","148.17","BRA502","2026-03-03 06:43:58.779"
"Price Code","U","Update","price","E6BB0414","G","148.17","163.17","BRA500","2026-03-23 22:11:48.324"
"Price Code","I","Insert",NA,"E6BB0414","H",NA,"105.71|105.71||I|Standard Pricing|95.71|0.00|0.00|10.00|0.00","BRA500","2025-12-06 01:58:43.130"
"Price Code","U","Update","price","E6BB0414","H","105.71","110.71","BRA502","2026-01-22 17:39:08.904"
"Price Code","U","Update","price","E6BB0414","H","110.71","135.71","BRA507","2026-03-04 17:17:47.721"
"Price Code","U","Update","price","E6BB0414","H","135.71","125.71","BRA505","2026-03-28 08:35:49.901"
"Price Code","I","Insert",NA,"E6BB0414","I",NA,"76.08|76.08||I|Standard Pricing|66.08|0.00|0.00|10.00|0.00","BRA505","2025-12-14 16:40:54.734"
"Price Code","U","Update","price","E6BB0414","I","76.08","81.08","BRA506","2026-01-29 05:13:26.723"
"Price Code","U","Update","price","E6BB0414","I","81.08","91.08","BRA500","2026-04-10 11:08:47.529"
"Price Code","I","Insert",NA,"E6BB0414","J",NA,"64.72|64.72||I|Standard Pricing|54.72|0.00|0.00|10.00|0.00","BRA510","2025-12-06 14:47:41.667"
"Price Code","U","Update","price","E6BB0414","J","64.72","69.72","BRA503","2026-02-25 11:09:48.054"
"Price Code","U","Update","price","E6BB0414","J","69.72","64.72","BRA501","2026-03-13 09:10:55.098"
"Price Code","U","Update","price","E6BB0414","J","64.72","79.72","BRA508","2026-03-16 07:17:23.828"
"Price Code","U","Update","price","E6BB0414","J","79.72","74.72","BRA507","2026-03-21 08:14:39.531"
"Price Code","U","Update","price","E6BB0414","J","74.72","59.72","BRA509","2026-03-30 07:49:01.403"
"Price Code","I","Insert",NA,"E6BB0414","K",NA,"51.29|51.29||I|Standard Pricing|41.29|0.00|0.00|10.00|0.00","BRA509","2025-11-20 08:43:21.956"
"Price Code","U","Update","price","E6BB0414","K","51.29","81.29","BRA505","2026-01-28 18:26:54.037"
"Price Code","U","Update","price","E6BB0414","K","81.29","86.29","BRA500","2026-02-10 00:32:29.730"
"Price Code","U","Update","price","E6BB0414","K","86.29","96.29","BRA503","2026-03-28 09:14:59.613"
"Price Code","I","Insert",NA,"E6BB0414","L",NA,"38.91|38.91||I|Standard Pricing|28.91|0.00|0.00|10.00|0.00","BRA506","2025-11-21 12:00:24.399"
"Price Code","U","Update","price","E6BB0414","L","38.91","23.91","BRA509","2026-03-12 03:05:31.174"
"Price Code","U","Update","price","E6BB0414","L","23.91","48.91","BRA507","2026-04-08 04:37:59.769"
"Price Code","I","Insert",NA,"E6BB0414","M",NA,"37.6|37.6||I|Standard Pricing|27.6|0.00|0.00|10.00|0.00","BRA508","2025-11-04 15:29:26.694"
"Price Code","U","Update","price","E6BB0414","M","37.6","22.6","BRA508","2026-01-24 16:00:39.354"
"Price Code","U","Update","price","E6BB0414","M","22.6","32.6","BRA510","2026-01-28 22:47:24.721"
"Price Code","U","Update","price","E6BB0414","M","32.6","22.6","BRA506","2026-02-13 05:16:16.016"
"Price Code","U","Update","price","E6BB0414","M","22.6","32.6","BRA508","2026-02-15 04:56:54.927"
"Price Code","U","Update","price","E6BB0414","M","32.6","47.6","BRA504","2026-03-25 22:23:19.053"
